"Letöltés idõpontja";"2017.06.08. 23:42"
"Alap neve:";"Concorde VM Abszolút Származtatott Alap"
"Befektetési sorozat megjelölése:";""
"Befektetési jegy devizaneme:";"HUF"
"Kategória:";"Abszolút hozamú"
"Földrajzi kitettség:";"Globális"
"Devizális kitettség:";""
"Egyéb jellemzõ kitettség:";""
"Hozam/kockázat mutató:";"0"
"Bef. politika rövid leírása:";"Az Alap potenciális befektetési területe a lehetõ legszélesebb és globális: bankbetétek, hazai és nemzetközi részvények illetve kötvények, devizák, egyéb befektetési eszközök, valamint ezekre és árupiaci termékekre vonatkozó származtatott ügyletek. A hagyományos befektetési alapoktól a széles eszköztáron túl abban tér el, hogy nem csak emelkedõ, de esõ piacon is van lehetõsége hozamot elérni. 

Az Alapkezelõ az Alap sikeres kezelése érdekében várhatóan befektetési tanácsokat vesz igénybe olyan társaságtól/társaságoktól, amelyek rendelkeznek befektetési tanácsadásra vonatkozó engedéllyel.

Az Alap célja az állampapírok által biztosított hozamnál nagyobb hozam elérése addicionális kockázat vállalása mellett. A többlethozam elérésének érdekében az Alap magasabb kockázatú instrumentumokat is vásárol és ad el, alapvetõen technikai alapú idõzítéssel, az eszközöket szelektíven kiválasztva. Ha viszont az Alapkezelõ nem lát megfelelõ lehetõséget magasabb kockázatú instrumentumokban, akkor alacsony kockázatú eszközökbe fekteti az Alap tõkéjét, egészen addig, amíg jó vételi vagy eladási lehetõségek nem adódnak."
"Alap típusa:";"Nyilvános nyíltvégû"
"Alap fajtája:";"Származtatott ügyletekbe fektetõ alap"
"Alap indulási dátuma:";"2005/10/13"
"Alapkezelõ:";"Concorde Alapkezelõ Zrt."
"Letétkezelõ:";"UniCredit Bank Hungary Zrt."
"1 éves szórás:";"4,07%"
"5 éves szórás:";"3,5%"
"Dátum";"Árfolyam";"NEÉ";"Kifizetett hozam";"Napi befjegy. forgalom";"Napi befjegy. forgalom változás(%)";"3 hónapos hozam";"6 hónapos hozam";"1 éves hozam";"3 éves hozam";"5 éves hozam";"10 éves hozam"
"2017/06/07";"2,181858";"20995797667";"0";"-11664291,4";"-0,06%";"-0,74%";"2,18%";"1,91%";"0,65%";"2,89%";"7%"
"2017/06/06";"2,181574";"21004727537";"0";"-8559205,41";"-0,04%";"-1,02%";"3%";"2,15%";"0,64%";"2,9%";"6,96%"
"2017/06/02";"2,182728";"21024402264";"0";"8023896,23";"0,04%";"-1,11%";"3,32%";"2,24%";"0,64%";"2,91%";"6,94%"
"2017/06/01";"2,18246";"21013797932";"0";"-9702288,05";"-0,05%";"-1,08%";"3,26%";"2,38%";"0,63%";"2,91%";"6,94%"
"2017/05/31";"2,182891";"21027652016";"0";"-4282720,69";"-0,02%";"-1,22%";"3,29%";"2,44%";"0,64%";"2,91%";"6,95%"
"2017/05/30";"2,183255";"21035441840";"0";"-17061751,59";"-0,08%";"-1,21%";"3,31%";"2,32%";"0,65%";"2,92%";"6,97%"
"2017/05/29";"2,183306";"21052995370";"0";"-797816,3";"-0%";"-1,2%";"3,16%";"2,33%";"0,64%";"2,92%";"6,97%"
"2017/05/26";"2,183491";"21055577156";"0";"-6990560,73";"-0,03%";"-1,41%";"2,98%";"2,53%";"0,67%";"2,92%";"6,97%"
"2017/05/25";"2,183766";"21065220444";"0";"-52291253,05";"-0,25%";"-1,4%";"2,99%";"2,65%";"0,68%";"2,92%";"6,97%"
"2017/05/24";"2,183885";"21118662454";"0";"-28656798,55";"-0,14%";"-1,39%";"2,97%";"3,19%";"0,68%";"2,92%";"6,98%"
"2017/05/23";"2,183915";"21147609753";"0";"11828242,44";"0,06%";"-1,19%";"2,93%";"4,01%";"0,68%";"2,93%";"7%"
"2017/05/22";"2,184455";"21141007594";"0";"-4652641,61";"-0,02%";"-0,88%";"3,34%";"3,92%";"0,69%";"2,95%";"7%"
"2017/05/19";"2,184992";"21150858429";"0";"-17441122,24";"-0,08%";"-0,53%";"3,15%";"3,89%";"0,7%";"2,94%";"7,02%"
"2017/05/18";"2,183771";"21156470449";"0";"-28509796,48";"-0,13%";"-0,59%";"3,09%";"3,66%";"0,67%";"2,93%";"7,01%"
"2017/05/17";"2,184428";"21191353868";"0";"-8495747,31";"-0,04%";"-0,56%";"3,63%";"3,62%";"0,68%";"2,95%";"7%"
"2017/05/16";"2,18835";"21237912582";"0";"-27839998,47";"-0,13%";"-0,24%";"4,07%";"3,86%";"0,74%";"2,98%";"7,02%"
"2017/05/15";"2,188445";"21266675763";"0";"-41726634,29";"-0,2%";"-0,18%";"4,31%";"3,87%";"0,72%";"2,96%";"7,02%"
"2017/05/12";"2,19007";"21324224661";"0";"-6989818,36";"-0,03%";"0,04%";"4,43%";"3,46%";"0,76%";"2,93%";"7,04%"
"2017/05/11";"2,191871";"21348756164";"0";"-708340,56";"-0%";"0,12%";"4,52%";"3,69%";"0,82%";"2,94%";"7,04%"
"2017/05/10";"2,195128";"21381188637";"0";"-5247170";"-0,02%";"0,27%";"4,79%";"3,71%";"0,86%";"2,9%";"7,04%"
"2017/05/09";"2,193413";"21369727106";"0";"-7766074,93";"-0,04%";"0,27%";"4,76%";"4,36%";"0,84%";"2,84%";"7,04%"
"2017/05/08";"2,188517";"21329775671";"0";"75212493,96";"0,35%";"-0,37%";"4,53%";"3,48%";"0,76%";"2,8%";"7,01%"
"2017/05/05";"2,189075";"21259982393";"0";"-5799724,3";"-0,03%";"-0,29%";"4,55%";"4%";"0,7%";"2,81%";"7,03%"
"2017/05/04";"2,187513";"21250608059";"0";"-5442864,47";"-0,03%";"-0,37%";"4,48%";"3,97%";"0,58%";"2,8%";"7,02%"
"2017/05/03";"2,184709";"21228804472";"0";"52301710,97";"0,25%";"-0,49%";"4,33%";"3,26%";"0,53%";"2,76%";"7,04%"
"2017/05/02";"2,187697";"21205465607";"0";"-9383356,77";"-0,04%";"-0,26%";"4,24%";"2,66%";"0,58%";"2,75%";"7,06%"
"2017/04/28";"2,185691";"21195396093";"0";"63590206,12";"0,3%";"-1,09%";"3,87%";"2,35%";"0,56%";"2,64%";"7,06%"
"2017/04/27";"2,186425";"21138902382";"0";"1713671";"0,01%";"-1,05%";"3,85%";"2,59%";"0,57%";"2,64%";"7,06%"
"2017/04/26";"2,187125";"21143955937";"0";"-23002776,65";"-0,11%";"-1,1%";"3,84%";"2,86%";"0,58%";"2,72%";"7,07%"
"2017/04/25";"2,187872";"21174188167";"0";"56822543,41";"0,27%";"-0,84%";"3,81%";"3%";"0,59%";"2,78%";"7,07%"
"2017/04/24";"2,187472";"21113504819";"0";"-36373087,19";"-0,17%";"-0,06%";"3,61%";"2,85%";"0,58%";"2,88%";"7,08%"
"2017/04/21";"2,185928";"21134949527";"0";"-6604820,78";"-0,03%";"-0,12%";"3,7%";"2,53%";"0,51%";"2,8%";"7,06%"
"2017/04/20";"2,187045";"21152357593";"0";"-5466319,96";"-0,03%";"-0,07%";"3,86%";"2,61%";"0,52%";"2,82%";"7,07%"
"2017/04/19";"2,18717";"21159033183";"0";"-7742354,74";"-0,04%";"-0%";"3,9%";"2,81%";"0,52%";"2,83%";"7,09%"
"2017/04/18";"2,18338";"21130097054";"0";"105146822,79";"0,5%";"-0,15%";"3,8%";"3,15%";"0,47%";"2,79%";"7,07%"
"2017/04/13";"2,188142";"21070806112";"0";"14482384,99";"0,07%";"-0,08%";"4,06%";"3,66%";"0,55%";"2,89%";"7,12%"
"2017/04/12";"2,188234";"21057209036";"0";"-15685060,86";"-0,07%";"0,04%";"3,62%";"4,17%";"0,55%";"2,82%";"7,12%"
"2017/04/11";"2,198769";"21174347113";"0";"-4585895,46";"-0,02%";"-0,13%";"4,06%";"4,76%";"0,71%";"3,01%";"7,22%"
"2017/04/10";"2,198648";"21177767515";"0";"-32995773,88";"-0,16%";"0,29%";"3,5%";"4,8%";"0,71%";"3,03%";"7,22%"
"2017/04/07";"2,195887";"21184127412";"0";"-6364851,16";"-0,03%";"0,55%";"3,63%";"4,7%";"0,68%";"2,89%";"7,21%"
"2017/04/06";"2,194527";"21177368150";"0";"-616429";"-0%";"0,49%";"3,45%";"4,73%";"0,66%";"2,88%";"7,21%"
"2017/04/05";"2,194332";"21176102758";"0";"-3862729,55";"-0,02%";"0,03%";"3,41%";"4,67%";"0,66%";"2,88%";"7,21%"
"2017/04/04";"2,200042";"21235079118";"0";"-58990392,24";"-0,28%";"0,2%";"3,8%";"4,9%";"0,74%";"2,93%";"7,25%"
"2017/04/03";"2,200383";"21297370028";"0";"-9473529,15";"-0,04%";"0,06%";"3,73%";"4,39%";"0,75%";"2,89%";"7,26%"
"2017/03/31";"2,206877";"21369726538";"0";"-13741007,43";"-0,06%";"1,43%";"4,08%";"4,34%";"0,85%";"2,98%";"7,3%"
"2017/03/30";"2,20556";"21370706514";"0";"380711,07";"0%";"1,37%";"4,02%";"3,87%";"0,78%";"2,97%";"7,29%"
"2017/03/29";"2,201984";"21335676877";"0";"-2270034,51";"-0,01%";"0,82%";"3,98%";"3,61%";"0,73%";"2,95%";"7,28%"
"2017/03/28";"2,197932";"21298681703";"0";"65813695,96";"0,31%";"0,49%";"3,58%";"4,17%";"0,67%";"2,91%";"7,27%"
"2017/03/27";"2,201717";"21269432562";"0";"-4965329,59";"-0,02%";"0,68%";"3,88%";"4,34%";"0,65%";"2,92%";"7,27%"
"2017/03/24";"2,196688";"21225804477";"0";"-5156639,73";"-0,02%";"0,5%";"3,78%";"4,11%";"0,67%";"2,92%";"7,23%"
"2017/03/23";"2,197363";"21237484983";"0";"80363222,67";"0,38%";"0,53%";"3,81%";"3,78%";"0,6%";"2,93%";"7,24%"
"2017/03/22";"2,196402";"21147868854";"0";"-1562422805,09";"-6,88%";"0,46%";"3,43%";"3,75%";"0,59%";"2,95%";"7,24%"
"2017/03/21";"2,195563";"22701616592";"0";"-8314162,43";"-0,04%";"0,21%";"3,52%";"3,7%";"0,58%";"2,9%";"7,23%"
"2017/03/20";"2,19625";"22717036778";"0";"77138,76";"0%";"0,19%";"3,94%";"3,71%";"0,58%";"2,91%";"7,23%"
"2017/03/17";"2,198745";"22742766726";"0";"-152794578,15";"-0,67%";"0,82%";"4,03%";"3,72%";"0,59%";"2,98%";"7,31%"
"2017/03/16";"2,19762";"22883846664";"0";"-521695468,44";"-2,23%";"0,77%";"3,98%";"3,94%";"0,56%";"2,97%";"7,3%"
"2017/03/14";"2,193123";"23357647263";"0";"-18289345,41";"-0,08%";"1,51%";"3,73%";"3,41%";"0,49%";"2,93%";"7,28%"
"2017/03/13";"2,194066";"23385987804";"0";"-29731338,91";"-0,13%";"1,32%";"3,69%";"3,46%";"0,52%";"2,93%";"7,27%"
"2017/03/10";"2,194989";"23425569671";"0";"-17665115,23";"-0,08%";"1,65%";"3,32%";"3,45%";"0,5%";"3,05%";"7,28%"
"2017/03/09";"2,195035";"23443726082";"0";"-2264157,28";"-0,01%";"1,65%";"3,32%";"3,12%";"0,39%";"3,05%";"7,28%"
"2017/03/08";"2,198078";"23478493661";"0";"73334395,05";"0,31%";"1,92%";"2,88%";"3,31%";"0,44%";"3,13%";"7,31%"
"2017/03/07";"2,198171";"23406149531";"0";"110059037,39";"0,47%";"2,94%";"2,62%";"3%";"0,44%";"3,16%";"7,33%"
"2017/03/06";"2,204002";"23357887098";"0";"-151276175,98";"-0,64%";"4,06%";"3,15%";"3,13%";"0,51%";"3,26%";"7,37%"
"2017/03/03";"2,207253";"23543840325";"0";"-2048823,34";"-0,01%";"4,48%";"3,59%";"3,26%";"0,57%";"3,21%";"7,39%"
"2017/03/02";"2,207211";"23545441113";"0";"-102257840,88";"-0,43%";"4,48%";"3,59%";"3,31%";"0,57%";"3,21%";"7,39%"
"2017/03/01";"2,206253";"23637435098";"0";"18743611,15";"0,08%";"4,39%";"3,97%";"3,34%";"0,56%";"3,16%";"7,39%"
"2017/02/28";"2,209886";"23657583992";"0";"-701302,88";"-0%";"4,47%";"3,92%";"4,31%";"0,61%";"3,17%";"7,41%"
"2017/02/27";"2,212174";"23682779842";"0";"125347888,9";"0,53%";"4,33%";"4,03%";"4,41%";"0,63%";"3,24%";"7,4%"
"2017/02/24";"2,214665";"23583958602";"0";"88686652,05";"0,38%";"4,42%";"4,2%";"4,79%";"0,58%";"3,28%";"7,46%"
"2017/02/23";"2,210297";"23448932053";"0";"-10811418,48";"-0,05%";"4,17%";"3,79%";"4,42%";"0,58%";"3,25%";"7,44%"
"2017/02/22";"2,203743";"23390180350";"0";"-38043945,22";"-0,16%";"4,25%";"3,8%";"3,71%";"0,48%";"3,23%";"7,4%"
"2017/02/21";"2,19847";"23372166476";"0";"84295355,07";"0,36%";"3,87%";"3,37%";"4,03%";"0,4%";"3,14%";"7,37%"
"2017/02/20";"2,198887";"23292288303";"0";"97975133,23";"0,42%";"3,8%";"3,39%";"4,05%";"0,44%";"3,14%";"7,37%"
"2017/02/17";"2,19668";"23171033279";"0";"-25116597,48";"-0,11%";"4,21%";"3,22%";"3,65%";"0,41%";"3,17%";"7,38%"
"2017/02/16";"2,193654";"23164196406";"0";"27166322,82";"0,12%";"4,32%";"2,7%";"4,26%";"0,37%";"3,2%";"7,36%"
"2017/02/15";"2,192309";"23122844024";"0";"-20851309,98";"-0,09%";"4,49%";"2,57%";"3,77%";"0,35%";"3,23%";"7,35%"
"2017/02/14";"2,192266";"23143241393";"0";"64338587,88";"0,28%";"4,4%";"2,63%";"3,91%";"0,35%";"3,23%";"7,37%"
"2017/02/13";"2,192922";"23085808792";"0";"-3860915,11";"-0,02%";"4,57%";"2,66%";"3,94%";"0,43%";"3,24%";"7,39%"
"2017/02/10";"2,189192";"23050395867";"0";"21783183,01";"0,09%";"4,51%";"2,55%";"3,69%";"0,55%";"3,26%";"7,35%"
"2017/02/09";"2,187426";"23010035725";"0";"-18650296,46";"-0,08%";"4,48%";"2,4%";"3,32%";"0,53%";"3,17%";"7,34%"
"2017/02/08";"2,196723";"23126562564";"0";"-72097533,76";"-0,31%";"4,92%";"3,5%";"3,63%";"0,67%";"3,29%";"7,39%"
"2017/02/07";"2,191855";"23147251214";"0";"49023074,24";"0,21%";"4,7%";"3,43%";"3,28%";"0,59%";"3,24%";"7,37%"
"2017/02/06";"2,189303";"23071334628";"0";"121805879,47";"0,53%";"4,56%";"3,31%";"3,16%";"0,56%";"3,24%";"7,36%"
"2017/02/03";"2,195547";"23014981935";"0";"-50982768,09";"-0,22%";"4,85%";"3,99%";"3,16%";"0,67%";"3,31%";"7,4%"
"2017/02/02";"2,193294";"23042295149";"0";"7502962,05";"0,03%";"4,51%";"3,83%";"3,13%";"0,64%";"3,4%";"7,39%"
"2017/02/01";"2,195384";"23056742147";"0";"22137182,83";"0,1%";"4,33%";"3,52%";"3,17%";"0,67%";"3,47%";"7,41%"
"2017/01/31";"2,190986";"22988459874";"0";"-154455,5";"-0%";"4,12%";"3,36%";"2,91%";"0,61%";"3,54%";"7,39%"
"2017/01/30";"2,197925";"23061420817";"0";"3485003,34";"0,02%";"4,45%";"3,69%";"3,24%";"0,7%";"3,61%";"7,43%"
"2017/01/27";"2,209686";"23181317814";"0";"6715137,08";"0,03%";"4,95%";"4,43%";"3,92%";"0,81%";"3,68%";"7,49%"
"2017/01/26";"2,211547";"23194120353";"0";"-3615815,27";"-0,02%";"5%";"4,73%";"4,08%";"0,83%";"3,68%";"7,5%"
"2017/01/25";"2,20642";"23143957165";"0";"196481819,42";"0,86%";"4,69%";"4,66%";"3,85%";"0,76%";"3,67%";"7,46%"
"2017/01/24";"2,188685";"22763025660";"0";"128608840,82";"0,57%";"3,66%";"3,91%";"3,01%";"0,48%";"3,54%";"7,39%"
"2017/01/23";"2,186525";"22612079050";"0";"-15424056,45";"-0,07%";"3,73%";"3,81%";"2,91%";"0,24%";"3,52%";"7,37%"
"2017/01/20";"2,188601";"22648986829";"0";"14962397,03";"0,07%";"3,94%";"3,73%";"3%";"0,4%";"3,55%";"7,36%"
"2017/01/19";"2,187235";"22619897564";"0";"82688,64";"0%";"3,9%";"4,07%";"2,94%";"0,42%";"3,54%";"7,35%"
"2017/01/18";"2,186595";"22613196162";"0";"-86664618,98";"-0,38%";"3,95%";"3,81%";"2,91%";"0,41%";"3,6%";"7,35%"
"2017/01/17";"2,182372";"22656020238";"0";"93504984,81";"0,41%";"3,81%";"3,66%";"2,7%";"0,35%";"3,64%";"7,33%"
"2017/01/16";"2,190821";"22649865481";"0";"-767023,71";"-0%";"4,19%";"4,06%";"3,1%";"0,45%";"3,77%";"7,37%"
"2017/01/13";"2,189912";"22641234464";"0";"-77200185,35";"-0,34%";"4,14%";"4,28%";"3,14%";"0,67%";"3,83%";"7,37%"
"2017/01/12";"2,187381";"22692177723";"0";"-33607663,82";"-0,15%";"3,58%";"4,12%";"3,02%";"0,37%";"3,71%";"7,36%"
"2017/01/11";"2,201597";"22873482457";"0";"3631281,11";"0,02%";"4,2%";"5,16%";"3,69%";"0,58%";"3,88%";"7,42%"
"2017/01/10";"2,192301";"22773285757";"0";"-7109470713,14";"-23,77%";"3,2%";"5,2%";"3,25%";"0,44%";"3,8%";"7,38%"
"2017/01/09";"2,194228";"29909022969";"0";"-15053134,09";"-0,05%";"3,55%";"5,29%";"3,34%";"0,53%";"3,88%";"7,37%"
"2017/01/06";"2,183826";"29782217445";"0";"-28207574,65";"-0,09%";"2,95%";"4,81%";"2,64%";"0,43%";"3,74%";"7,31%"
"2017/01/05";"2,193702";"29945237847";"0";"-11521250,36";"-0,04%";"3,38%";"5,3%";"2,86%";"0,67%";"3,7%";"7,36%"
"2017/01/04";"2,195704";"29984098012";"0";"-2105376676,28";"-6,55%";"3,59%";"5,39%";"2,94%";"0,7%";"3,74%";"7,37%"
"2017/01/03";"2,198966";"32137147720";"0";"-12660297,48";"-0,04%";"3,66%";"5,54%";"3,04%";"0,75%";"3,86%";"7,38%"
"2017/01/02";"2,191154";"32035593291";"0";"-6578670,22";"-0,02%";"3,34%";"5,16%";"2,67%";"0,66%";"3,78%";"7,35%"
"2016/12/30";"2,175811";"31817804781";"0";"130804020,49";"0,41%";"2,61%";"4,42%";"1,95%";"0,28%";"3,67%";"7,3%"
"2016/12/29";"2,183987";"31806070348";"0";"31756496,95";"0,1%";"3,13%";"4,8%";"2,24%";"";"3,76%";"7,34%"
"2016/12/28";"2,187278";"31822193837";"0";"8748919,83";"0,03%";"3,08%";"4,97%";"2,37%";"0,54%";"3,81%";"7,35%"
"2016/12/27";"2,186921";"31808252436";"0";"-36328894,96";"-0,11%";"3,18%";"4,95%";"2,22%";"0,54%";"3,75%";"7,35%"
"2016/12/23";"2,18568";"31826510662";"0";"-48255713,95";"-0,15%";"3,26%";"3,68%";"2,16%";"0,52%";"3,75%";"7,35%"
"2016/12/22";"2,186438";"31885820635";"0";"-31362927,07";"-0,1%";"2,96%";"4,25%";"2,33%";"0,51%";"3,8%";"7,35%"
"2016/12/21";"2,191057";"31984610798";"0";"-32968458,26";"-0,1%";"3,3%";"4,3%";"2,45%";"0,59%";"3,88%";"7,38%"
"2016/12/20";"2,192165";"32033770290";"0";"-45189697,31";"-0,14%";"3,75%";"4,42%";"2,6%";"0,6%";"3,9%";"7,39%"
"2016/12/19";"2,183991";"31959346081";"0";"-29141264,98";"-0,09%";"3,38%";"4,46%";"2,22%";"0,55%";"3,9%";"7,35%"
"2016/12/16";"2,180818";"31942013038";"0";"-18481947,79";"-0,06%";"3,19%";"4,46%";"2,07%";"0,66%";"3,87%";"7,33%"
"2016/12/15";"2,177633";"31913817924";"0";"-12717305,05";"-0,04%";"2,89%";"3,68%";"1,71%";"0,57%";"3,85%";"7,32%"
"2016/12/14";"2,160444";"31674525265";"0";"-46396286,67";"-0,15%";"2,18%";"2,7%";"0,74%";"0,3%";"3,68%";"7,23%"
"2016/12/13";"2,165536";"31795685319";"0";"-1024298665,23";"-3,13%";"2,34%";"2,71%";"0,87%";"0,38%";"3,74%";"7,26%"
"2016/12/12";"2,160182";"32738840935";"0";"-24777523,54";"-0,08%";"1,96%";"1,9%";"0,62%";"0,39%";"3,69%";"7,24%"
"2016/12/09";"2,159313";"32750438280";"0";"-19602493,46";"-0,06%";"1,64%";"0,7%";"0,72%";"0,36%";"3,69%";"7,26%"
"2016/12/08";"2,156761";"32731311259";"0";"-8645645,51";"-0,03%";"0,94%";"0,3%";"0,64%";"0,45%";"3,67%";"7,24%"
"2016/12/07";"2,135331";"32414646276";"0";"9659791,83";"0,03%";"-0,32%";"-0,27%";"-0,46%";"0,12%";"3,47%";"7,13%"
"2016/12/06";"2,118059";"32142873057";"0";"-11761161,09";"-0,04%";"-0,87%";"-0,82%";"-1,36%";"-0,15%";"3,3%";"7,05%"
"2016/12/05";"2,118142";"32155894256";"0";"-13952247,54";"-0,04%";"-0,55%";"-0,24%";"-1,35%";"-0,14%";"3,28%";"7,06%"
"2016/12/02";"2,112611";"32085842966";"0";"23467884,43";"0,07%";"-0,85%";"-1,05%";"-2,68%";"-0,32%";"3,23%";"7,04%"
"2016/12/01";"2,113546";"32076565257";"0";"27388169,53";"0,09%";"-0,4%";"-0,86%";"-3,13%";"-0,26%";"3,25%";"7,05%"
"2016/11/30";"2,113391";"32046826714";"0";"-26989049,44";"-0,08%";"-0,76%";"-0,96%";"-3,12%";"-0,26%";"3,26%";"7,03%"
"2016/11/29";"2,116437";"32120043292";"0";"45834925,32";"0,14%";"-0,52%";"-0,81%";"-2,93%";"-0,22%";"3,29%";"7,05%"
"2016/11/28";"2,115421";"32058811076";"0";"526138,23";"0%";"-0,52%";"-0,85%";"-2,98%";"-0,22%";"3,28%";"7,05%"
"2016/11/25";"2,120367";"32133239416";"0";"-371047283,01";"-1,14%";"-0,05%";"-0,33%";"-2,4%";"0%";"3,33%";"7,08%"
"2016/11/24";"2,12099";"32513837013";"0";"-16194571,59";"-0,05%";"-0,21%";"0,22%";"-1,68%";"0,09%";"3,32%";"7,09%"
"2016/11/23";"2,121746";"32541626502";"0";"-11996238,36";"-0,04%";"-0,37%";"1,05%";"-2,09%";"0,11%";"3,32%";"7,09%"
"2016/11/22";"2,113922";"32433580311";"0";"7049615,25";"0,02%";"-0,43%";"0,57%";"-2,49%";"-0,02%";"3,25%";"7,04%"
"2016/11/21";"2,116523";"32466428765";"0";"-6212904,41";"-0,02%";"-0,48%";"0,69%";"-2,37%";"0,09%";"3,28%";"7,06%"
"2016/11/18";"2,118328";"32500334786";"0";"-1434573,42";"-0%";"-0,66%";"0,56%";"-1,86%";"0,26%";"3,29%";"7,11%"
"2016/11/17";"2,107977";"32342952682";"0";"-12825493,01";"-0,04%";"-0,95%";"-0%";"-1,94%";"0,05%";"3,2%";"7,05%"
"2016/11/16";"2,102851";"32277098133";"0";"-8282020,2";"-0,03%";"-1,55%";"-0,2%";"-1,31%";"-0,03%";"3,12%";"7,03%"
"2016/11/15";"2,098048";"32211638989";"0";"-6868457,93";"-0,02%";"-1,84%";"-0,42%";"-1,35%";"-0,11%";"3,06%";"7,02%"
"2016/11/14";"2,099948";"32247684646";"0";"67347046,97";"0,21%";"-1,69%";"-0,33%";"-1,26%";"-0,02%";"3,06%";"7,03%"
"2016/11/11";"2,097103";"32136739824";"0";"-19584883,89";"-0,06%";"-1,9%";"-0,79%";"-2,68%";"0,08%";"3%";"7,03%"
"2016/11/10";"2,094815";"32121241228";"0";"-13181688,42";"-0,04%";"-1,87%";"-1,03%";"-2,6%";"0,02%";"3%";"7,02%"
"2016/11/09";"2,093715";"32117548937";"0";"-89311675,62";"-0,28%";"-1,99%";"-0,38%";"-2,66%";"0,01%";"2,82%";"7,02%"
"2016/11/08";"2,093678";"32206291455";"0";"-7606070,9";"-0,02%";"-1,36%";"-1%";"-3,27%";"0%";"2,89%";"7,03%"
"2016/11/07";"2,093553";"32211974242";"0";"13012865,27";"0,04%";"-1,21%";"-1,01%";"-3,27%";"0,06%";"2,9%";"7,01%"
"2016/11/04";"2,09381";"32202914051";"0";"-5403583,74";"-0,02%";"-1,03%";"-0,49%";"-2,94%";"0,07%";"2,97%";"7,02%"
"2016/11/03";"2,093955";"32210548117";"0";"71548217,01";"0,22%";"-0,82%";"-1,03%";"-3,08%";"0,12%";"2,95%";"7,02%"
"2016/11/02";"2,098714";"32212043256";"0";"-25287883,89";"-0,08%";"-0,65%";"-1,51%";"-2,83%";"0,19%";"3,07%";"7,06%"
"2016/10/28";"2,104278";"32322797054";"0";"78579425,49";"0,24%";"-0,58%";"-1,47%";"-2,39%";"0,23%";"2,92%";"7,09%"
"2016/10/27";"2,10546";"32262329620";"0";"799584,68";"0%";"-0,49%";"-1,21%";"-1,83%";"0,25%";"2,93%";"7,09%"
"2016/10/26";"2,106156";"32272194700";"0";"-15396752,91";"-0,05%";"-0,26%";"-0,95%";"-2,07%";"0,26%";"3,1%";"7,11%"
"2016/10/25";"2,107526";"32308593696";"0";"-42744276,01";"-0,13%";"-0,03%";"-0,79%";"-1,23%";"0,29%";"3,17%";"7,15%"
"2016/10/24";"2,111317";"32409531286";"0";"-28893342,09";"-0,09%";"0,24%";"-0,73%";"-1,05%";"0,36%";"3,09%";"7,18%"
"2016/10/21";"2,107929";"32386371155";"0";"8082864,1";"0,02%";"0,01%";"-1,13%";"-0,07%";"0,35%";"3,12%";"7,17%"
"2016/10/20";"2,105711";"32344219286";"0";"-3178876,81";"-0,01%";"-0,2%";"-1,2%";"-0,27%";"0,32%";"3,19%";"7,16%"
"2016/10/19";"2,105052";"32337274772";"0";"-769681,99";"-0%";"0,16%";"-1,05%";"-0,33%";"0,3%";"3,21%";"7,18%"
"2016/10/18";"2,103444";"32313342178";"0";"26229379,31";"0,08%";"-0,14%";"-0,62%";"-0,29%";"0,28%";"3,11%";"7,19%"
"2016/10/17";"2,102314";"32269767703";"0";"6705690,18";"0,02%";"-0,15%";"-0,51%";"-0,34%";"0,32%";"3,22%";"7,19%"
"2016/10/14";"2,102721";"32269308019";"0";"-12028181,43";"-0,04%";"-0,18%";"-0,53%";"0,39%";"0,47%";"3,13%";"7,19%"
"2016/10/13";"2,10284";"32283163109";"0";"3798070,26";"0,01%";"0,14%";"-0,39%";"0,08%";"0,5%";"3,22%";"7,19%"
"2016/10/12";"2,111838";"32417487638";"0";"2504283,95";"0,01%";"0,52%";"0,53%";"0,18%";"0,65%";"3,3%";"7,25%"
"2016/10/11";"2,112905";"32431360930";"0";"-1470886,91";"-0%";"0,92%";"0,67%";"0,27%";"0,66%";"3,34%";"7,26%"
"2016/10/10";"2,12426";"32607129670";"0";"-6033323,06";"-0,02%";"1,93%";"1,26%";"0,81%";"0,9%";"3,43%";"7,32%"
"2016/10/07";"2,119052";"32533206042";"0";"-6243763,9";"-0,02%";"1,71%";"1,03%";"0,95%";"0,95%";"3,56%";"7,32%"
"2016/10/06";"2,121243";"32573094065";"0";"-77498375,19";"-0,24%";"1,81%";"1,23%";"1,04%";"0,91%";"3,59%";"7,33%"
"2016/10/05";"2,122075";"32663398749";"0";"-10155594,59";"-0,03%";"1,86%";"1,22%";"1,47%";"0,93%";"3,71%";"7,33%"
"2016/10/04";"2,119523";"32634261241";"0";"336975653,95";"1,04%";"1,73%";"1,06%";"1,54%";"0,89%";"3,8%";"7,32%"
"2016/10/03";"2,121342";"32325003504";"0";"-253768,79";"-0%";"1,81%";"0,64%";"1,63%";"0,97%";"3,93%";"7,34%"
"2016/09/30";"2,120411";"32311070586";"0";"-23056486,62";"-0,07%";"1,76%";"-0,14%";"1,36%";"0,98%";"3,92%";"7,34%"
"2016/09/29";"2,117756";"32293641003";"0";"-6548044,97";"-0,02%";"1,62%";"-0,35%";"1,18%";"0,86%";"3,9%";"7,33%"
"2016/09/28";"2,121991";"32364781617";"0";"-3601468,54";"-0,01%";"1,84%";"0,57%";"1,37%";"0,92%";"3,95%";"7,35%"
