"Dátum";"Árfolyam";"NEÉ";"Kifizetett hozam";"Napi befjegy. forgalom";"Napi befjegy. forgalom változás(%)";"3 hónapos hozam";"6 hónapos hozam";"1 éves hozam";"3 éves hozam";"5 éves hozam";"10 éves hozam"
"2009/07/01";"1,376093";"2149310809";"0";"-906,34";"-0%";"6,86%";"11,58%";"15,38%";"10,04%";"";""
"2009/06/30";"1,367956";"2136602582";"0";"832,59";"0%";"7,43%";"10,92%";"14,91%";"9,82%";"";""
"2009/06/29";"1,353756";"2114422860";"0";"-132,05";"-0%";"6,96%";"9,77%";"14,15%";"9,47%";"";""
"2009/06/26";"1,354067";"2114908741";"0";"455,6";"0%";"6,07%";"9,97%";"13,6%";"9,63%";"";""
"2009/06/25";"1,34834";"2105963322";"0";"-825,28";"-0%";"5,62%";"9,5%";"13,43%";"9,5%";"";""
"2009/06/24";"1,347088";"2104008656";"0";"863,15";"0%";"5,11%";"9,4%";"13,28%";"9,47%";"";""
"2009/06/23";"1,346102";"2102467766";"0";"-296534,32";"-0,01%";"5,54%";"9,32%";"13,26%";"9,44%";"";""
"2009/06/22";"1,346416";"2103254804";"0";"-64,53";"-0%";"5,75%";"9,35%";"13,35%";"9,47%";"";""
"2009/06/19";"1,345822";"2102326973";"0";"-3241616,4";"-0,15%";"6,58%";"9,38%";"13,49%";"9,45%";"";""
"2009/06/18";"1,345446";"2104980329";"0";"1202,41";"0%";"6,55%";"9,35%";"13,53%";"9,52%";"";""
"2009/06/17";"1,345092";"2104425286";"0";"-241,95";"-0%";"6,66%";"9,32%";"13,59%";"9,51%";"";""
"2009/06/16";"1,345025";"2104320705";"0";"-1062,61";"-0%";"6,48%";"9,48%";"13,65%";"9,51%";"";""
"2009/06/15";"1,344708";"2103825814";"0";"510579,41";"0,02%";"6,81%";"9,5%";"13,57%";"9,45%";"";""
"2009/06/12";"1,34593";"2105226617";"0";"-1138,22";"-0%";"6,82%";"9,28%";"13,82%";"9,61%";"";""
"2009/06/11";"1,346026";"2105377913";"0";"594449,77";"0,03%";"6,83%";"9,29%";"13,52%";"9,6%";"";""
"2009/06/10";"1,345547";"2104034450";"0";"-99220,82";"-0%";"7,17%";"9,25%";"13,44%";"9,59%";"";""
"2009/06/09";"1,345252";"2103672357";"0";"-425,17";"-0%";"6,04%";"8,71%";"13,44%";"9,58%";"";""
"2009/06/08";"1,345101";"2103436652";"0";"-2515661,33";"-0,12%";"6,02%";"8,99%";"13,58%";"9,58%";"";""
"2009/06/04";"1,344073";"2104342829";"0";"2682526,06";"0,13%";"5,41%";"9,83%";"12,47%";"9,58%";"";""
"2009/06/03";"1,343987";"2101525829";"0";"-819,59";"-0%";"6,16%";"9,82%";"12,31%";"9,58%";"";""
"2009/06/02";"1,34688";"2106050291";"0";"2390521,87";"0,11%";"6,34%";"10,67%";"12,65%";"9,66%";"";""
"2009/05/29";"1,339363";"2091919146";"0";"3226688,32";"0,15%";"6,75%";"10,09%";"11,43%";"9,48%";"";""
"2009/05/28";"1,334195";"2080633132";"0";"-35,68";"-0%";"6,34%";"9,67%";"11,53%";"9,35%";"";""
"2009/05/27";"1,333183";"2079054987";"0";"-514,22";"-0%";"6,61%";"9,58%";"11,34%";"9,32%";"";""
"2009/05/26";"1,335863";"2083234874";"0";"21,59";"0%";"7,02%";"10,07%";"11,39%";"9,39%";"";""
"2009/05/25";"1,335507";"2082679682";"0";"635,54";"0%";"6,45%";"11,1%";"11,74%";"9,39%";"";""
"2009/05/22";"1,335067";"2081992881";"0";"721,69";"0%";"6,76%";"12,9%";"11,59%";"9,4%";"";""
"2009/05/21";"1,336342";"2083980479";"0";"-368,27";"-0%";"6,87%";"13,01%";"11,54%";"9,44%";"";""
"2009/05/20";"1,338197";"2086873658";"0";"-710844,63";"-0,03%";"7,01%";"13,17%";"12,14%";"9,49%";"";""
"2009/05/19";"1,338971";"2088791941";"0";"-720,67";"-0%";"6,75%";"13,41%";"12,34%";"9,52%";"";""
"2009/05/18";"1,338122";"2087468223";"0";"131,52";"0%";"6,02%";"13,4%";"12,67%";"9,47%";"";""
"2009/05/15";"1,337807";"2086976692";"0";"27,07";"0%";"6,4%";"12,71%";"12,49%";"9,49%";"";""
"2009/05/14";"1,337767";"2086914265";"0";"861";"0%";"6,4%";"12,71%";"12,36%";"9,49%";"";""
"2009/05/13";"1,337767";"2086913404";"0";"5332778,72";"0,26%";"6,44%";"12,71%";"12,54%";"9,49%";"";""
"2009/05/12";"1,337566";"2081267867";"0";"136,52";"0%";"6,77%";"11,45%";"12,64%";"9,49%";"";""
"2009/05/11";"1,337256";"2080785367";"0";"-25,24";"-0%";"7,21%";"11,98%";"12,61%";"9,51%";"";""
"2009/05/08";"1,336613";"2079784877";"0";"655,67";"0%";"7,12%";"9,87%";"12,37%";"9,5%";"";""
"2009/05/07";"1,336582";"2079735985";"0";"-18469755,99";"-0,89%";"7,12%";"9,87%";"12,4%";"9,52%";"";""
"2009/05/06";"1,339941";"2103478798";"0";"-204,89";"-0%";"6,47%";"10,14%";"12,54%";"9,61%";"";""
"2009/05/05";"1,337963";"2100373880";"0";"-474,29";"-0%";"5,9%";"11,28%";"12,44%";"9,56%";"";""
"2009/05/04";"1,338782";"2101660045";"0";"609,42";"0%";"5,93%";"9,3%";"12,78%";"9,59%";"";""
"2009/04/30";"1,327374";"2083750821";"0";"-1313603,93";"-0,06%";"5,26%";"8,32%";"11,82%";"9,32%";"";""
"2009/04/29";"1,323471";"2078933518";"0";"-70,14";"-0%";"6,03%";"8%";"11,4%";"9,21%";"";""
"2009/04/28";"1,316737";"2068355692";"0";"283,73";"0%";"5,57%";"7,39%";"11,05%";"9,03%";"";""
"2009/04/27";"1,32135";"2075601596";"0";"-1171,38";"-0%";"6,06%";"9,22%";"11,57%";"9,14%";"";""
"2009/04/24";"1,321119";"2075239908";"0";"691,91";"0%";"5,81%";"9,64%";"11,51%";"9,16%";"";""
"2009/04/23";"1,315486";"2066390791";"0";"-648,96";"-0%";"5,36%";"9,17%";"11,06%";"9,01%";"";""
"2009/04/22";"1,310758";"2058964604";"0";"535";"0%";"5,27%";"8,78%";"10,56%";"8,88%";"";""
"2009/04/21";"1,310913";"2059207546";"0";"42,82";"0%";"5,22%";"8,79%";"10,68%";"8,88%";"";""
"2009/04/20";"1,305849";"2051252874";"0";"157,72";"0%";"4,74%";"8,37%";"10,36%";"8,75%";"";""
"2009/04/17";"1,318806";"2071605821";"0";"-95,18";"-0%";"6,49%";"9,82%";"11,53%";"9,1%";"";""
"2009/04/16";"1,315719";"2066756797";"0";"-55690,64";"-0%";"6,24%";"9,56%";"11,1%";"9,01%";"";""
"2009/04/15";"1,311402";"2060031078";"0";"-748,43";"-0%";"5,68%";"9,2%";"10,84%";"8,89%";"";""
"2009/04/14";"1,305578";"2050883125";"0";"-363,29";"-0%";"5,23%";"8,28%";"10,38%";"8,73%";"";""
"2009/04/10";"1,304613";"2049367606";"0";"365,43";"0%";"5,55%";"8,91%";"10,38%";"8,75%";"";""
"2009/04/09";"1,30416";"2048655640";"0";"780,24";"0%";"5,52%";"8,87%";"10,42%";"8,75%";"";""
"2009/04/08";"1,293501";"2031911046";"0";"-1281,53";"-0%";"5,12%";"7,98%";"9,6%";"8,45%";"";""
"2009/04/07";"1,286293";"2020589550";"0";"2997304,56";"0,15%";"4,56%";"6,73%";"9,17%";"8,25%";"";""
"2009/04/06";"1,291187";"2025268643";"0";"-900,76";"-0%";"4,8%";"6,07%";"10,03%";"8,39%";"";""
"2009/04/03";"1,295228";"2031607986";"0";"-36949,82";"-0%";"5,02%";"5,54%";"10,38%";"8,52%";"";""
"2009/04/02";"1,287807";"2020004640";"0";"408,87";"0%";"4,42%";"4,94%";"9,73%";"8,32%";"";""
"2009/04/01";"1,273296";"1997242838";"0";"-2424820,96";"-0,12%";"3,25%";"3,76%";"8,84%";"7,91%";"";""
"2009/03/31";"1,265677";"1987702281";"0";"-102,18";"-0%";"2,63%";"2,67%";"8,2%";"7,7%";"";""
"2009/03/30";"1,261127";"1980556764";"0";"167,38";"0%";"2,21%";"2,1%";"7,54%";"7,57%";"";""
"2009/03/27";"1,276634";"2004909807";"0";"-1269992,29";"-0,06%";"3,68%";"3,22%";"8,78%";"8%";"";""
"2009/03/26";"1,281631";"2014032387";"0";"731,69";"0%";"4,09%";"3,63%";"9,16%";"8,14%";"";""
"2009/03/25";"1,2754";"2004239889";"0";"-138,32";"-0%";"3,58%";"3,12%";"8,54%";"7,97%";"";""
"2009/03/24";"1,273223";"2000818959";"0";"-1056,82";"-0%";"3,4%";"2,8%";"8,63%";"7,91%";"";""
"2009/03/23";"1,281672";"2014097288";"0";"986,93";"0%";"4,09%";"3,55%";"9,35%";"8,14%";"";""
"2009/03/20";"1,262729";"1984328134";"0";"-163,42";"-0%";"2,63%";"1,94%";"7,77%";"7,69%";"";""
"2009/03/19";"1,261046";"1981683530";"0";"-790,12";"-0%";"2,49%";"1,81%";"7,65%";"7,64%";"";""
"2009/03/18";"1,263114";"1984934101";"0";"723,16";"0%";"2,81%";"1,97%";"7,78%";"7,7%";"";""
"2009/03/17";"1,258914";"1978333245";"0";"-1598807,27";"-0,08%";"2,51%";"2,66%";"7,56%";"7,58%";"";""
"2009/03/16";"1,260379";"1982236102";"0";"3,4";"0%";"2,26%";"2,48%";"7,67%";"7,64%";"";""
"2009/03/13";"1,259955";"1981569261";"0";"4990117,67";"0,25%";"2,3%";"2,03%";"7,47%";"7,64%";"";""
"2009/03/12";"1,255507";"1969601256";"0";"-11332223,15";"-0,58%";"1,94%";"1,67%";"7,25%";"7,51%";"";""
"2009/03/09";"1,268681";"2001719359";"0";"-353,77";"-0%";"2,98%";"3,18%";"8,46%";"7,86%";"";""
"2009/03/06";"1,275055";"2011776584";"0";"480062,33";"0,02%";"4,19%";"4,03%";"8,83%";"8,08%";"";""
"2009/03/05";"1,266041";"1997077663";"0";"674,05";"0%";"3,45%";"3,29%";"8,12%";"7,82%";"";""
"2009/03/04";"1,266626";"1997999779";"0";"28,67";"0%";"4,07%";"3,34%";"8,13%";"7,83%";"";""
"2009/03/03";"1,262464";"1991434533";"0";"353,52";"0%";"4,68%";"2,82%";"7,99%";"7,71%";"";""
"2009/03/02";"1,261954";"1990629696";"0";"199421,64";"0,01%";"4,19%";"2,82%";"7,95%";"7,69%";"";""
"2009/02/27";"1,254653";"1978914695";"0";"-169611,2";"-0,01%";"3,13%";"1,94%";"7,35%";"7,45%";"";""
"2009/02/26";"1,250468";"1972482905";"0";"-904,85";"-0%";"2,78%";"1,6%";"7,05%";"7,35%";"";""
"2009/02/25";"1,248216";"1968931513";"0";"-99,97";"-0%";"2,85%";"1,41%";"6,84%";"7,29%";"";""
"2009/02/24";"1,254528";"1978888140";"0";"-804354,36";"-0,04%";"4,36%";"2,01%";"7,53%";"7,47%";"";""
"2009/02/23";"1,242851";"1961265748";"0";"-500087,88";"-0,03%";"4,49%";"0,92%";"6,53%";"7,14%";"";""
"2009/02/19";"1,250493";"1973828275";"0";"-11,29";"-0%";"5,75%";"1,27%";"7%";"7,41%";"";""
"2009/02/18";"1,254312";"1979856349";"0";"-215618,67";"-0,01%";"6,24%";"1,58%";"7,32%";"7,52%";"";""
"2009/02/17";"1,262177";"1992487751";"0";"1372,21";"0%";"6,96%";"2,13%";"8,03%";"7,74%";"";""
"2009/02/16";"1,261444";"1991329257";"0";"-959";"-0%";"6,83%";"2,13%";"7,97%";"7,73%";"";""
"2009/02/13";"1,257347";"1984862644";"0";"-201,78";"-0%";"5,93%";"1,88%";"7,59%";"7,62%";"";""
"2009/02/12";"1,256875";"1984117741";"0";"608,48";"0%";"5,89%";"1,84%";"7,59%";"7,61%";"";""
"2009/02/11";"1,252739";"1977587996";"0";"50108,31";"0%";"4,38%";"1,5%";"7,27%";"7,49%";"";""
"2009/02/10";"1,247312";"1968970981";"0";"-635407,77";"-0,03%";"4,45%";"0,98%";"6,77%";"7,34%";"";""
"2009/02/09";"1,244591";"1965309710";"0";"839,13";"0%";"3,95%";"1,09%";"6,54%";"7,27%";"";""
"2009/02/06";"1,247764";"1970319292";"0";"-770,15";"-0%";"2,57%";"1,23%";"6,75%";"7,4%";"";""
"2009/02/05";"1,258492";"1987260440";"0";"7997614,23";"0,4%";"3,45%";"2,1%";"7,63%";"7,72%";"";""
"2009/02/04";"1,263429";"1987027373";"0";"-123785188,81";"-6,23%";"5,09%";"2,5%";"8,02%";"7,86%";"";""
"2009/02/03";"1,26379";"2111415685";"0";"-307,19";"-0%";"3,18%";"2,38%";"8,02%";"7,87%";"";""
"2009/02/02";"1,258901";"2103247932";"0";"243,29";"0%";"1,54%";"2,21%";"7,6%";"7,74%";"";""
"2009/01/30";"1,261077";"2106883135";"0";"-5069160,42";"-0,24%";"2,91%";"3,06%";"8%";"7,83%";"";""
"2009/01/29";"1,248216";"2090413707";"0";"-1124,48";"-0%";"1,86%";"2,01%";"6,87%";"7,47%";"";""
"2009/01/28";"1,247268";"2088827195";"0";"1134,36";"0%";"1,73%";"1,93%";"6,86%";"7,44%";"";""
"2009/01/27";"1,245836";"2086427860";"0";"-78,84";"-0%";"2,98%";"1,71%";"6,89%";"7,4%";"";""
"2009/01/26";"1,248303";"2090559476";"0";"253,95";"0%";"3,34%";"1,85%";"7,1%";"7,46%";"";""
"2009/01/23";"1,248615";"2091081735";"0";"3024092,04";"0,14%";"3,62%";"1,85%";"7,1%";"7,48%";"";""
"2009/01/22";"1,245097";"2082174495";"0";"414,93";"0%";"3,33%";"1,56%";"7,23%";"7,39%";"";""
"2009/01/21";"1,24584";"2083416598";"0";"-18,85";"-0%";"3,39%";"1,62%";"7,32%";"7,41%";"";""
"2009/01/20";"1,246808";"2085035402";"0";"-16135250,53";"-0,77%";"3,47%";"2,01%";"7,42%";"7,44%";"";""
"2009/01/19";"1,242955";"2094677423";"0";"-520,13";"-0%";"2,91%";"1,97%";"7,09%";"7,32%";"";""
"2009/01/16";"1,238478";"2087133122";"0";"-800,63";"-0%";"3,13%";"1,28%";"6,76%";"7,06%";"";""
"2009/01/15";"1,240969";"2091331858";"0";"770,98";"0%";"3,33%";"1,48%";"7,14%";"7,15%";"";""
"2009/01/14";"1,240711";"2090896295";"0";"-788,51";"-0%";"2,9%";"1,46%";"7,2%";"7,15%";"";""
"2009/01/13";"1,236336";"2083524154";"0";"860,88";"0%";"1,86%";"1,06%";"6,81%";"7,02%";"";""
"2009/01/12";"1,238599";"2087336992";"0";"57,4";"0%";"0,92%";"2,21%";"7%";"7,07%";"";""
"2009/01/09";"1,235958";"2082886215";"0";"51,33";"0%";"3,17%";"2,37%";"6,88%";"6,93%";"";""
"2009/01/08";"1,230465";"2073629139";"0";"-940,73";"-0%";"2,72%";"1,91%";"6,38%";"6,85%";"";""
"2009/01/07";"1,230213";"2073205399";"0";"408,36";"0%";"2,08%";"1,89%";"6,38%";"6,84%";"";""
"2009/01/06";"1,232105";"2076393466";"0";"477,59";"0%";"1,22%";"2,22%";"6,61%";"6,89%";"";""
"2009/01/05";"1,232894";"2077722643";"0";"-526,21";"-0%";"0,47%";"2,07%";"6,68%";"6,97%";"";""
"2008/12/31";"1,233267";"2078351764";"0";"994,54";"0%";"0,04%";"3,17%";"6,65%";"7,02%";"";""
"2008/12/30";"1,233907";"2079429323";"0";"-264,17";"-0%";"-0,1%";"3,73%";"6,7%";"7,03%";"";""
"2008/12/29";"1,232886";"2077708957";"0";"-62,67";"-0%";"0,08%";"3,55%";"6,61%";"7%";"";""
"2008/12/23";"1,231326";"2075080045";"0";"-1211185,44";"-0,06%";"-0,51%";"3,3%";"6,51%";"6,96%";"";""
"2008/12/22";"1,23098";"2075707797";"0";"-2003263,78";"-0,1%";"-0,72%";"3,56%";"6,48%";"6,95%";"";""
"2008/12/19";"1,230367";"2076676408";"0";"-139794,75";"-0,01%";"-0,67%";"3,58%";"6,47%";"6,98%";"";""
"2008/12/18";"1,228541";"2073733979";"0";"-5422,09";"-0%";"-0,82%";"3,43%";"6,31%";"6,93%";"";""
"2008/12/17";"1,228089";"2072976439";"0";"68,76";"0%";"0,14%";"3,39%";"6,23%";"6,92%";"";""
"2008/12/16";"1,232508";"2080435506";"0";"393,38";"0%";"0,22%";"3,93%";"6,57%";"7,04%";"";""
"2008/12/15";"1,225176";"2068058925";"0";"693,79";"0%";"0,05%";"3,38%";"5,94%";"6,84%";"";""
"2008/12/12";"1,231615";"2078927059";"0";"-1101,7";"-0%";"-0,27%";"4,02%";"6,56%";"7,05%";"";""
"2008/12/11";"1,237413";"2088715006";"0";"-1243310,01";"-0,06%";"0,2%";"4,51%";"7,11%";"7,21%";"";""
"2008/12/10";"1,234151";"2084448883";"0";"-1503,89";"-0%";"-0,12%";"4,23%";"6,83%";"7,11%";"";""
"2008/12/09";"1,231932";"2080702551";"0";"113,67";"0%";"0,19%";"4,18%";"6,65%";"7,05%";"";""
"2008/12/08";"1,227934";"2073949915";"0";"-3750201,73";"-0,18%";"-0,06%";"3,56%";"6,31%";"6,92%";"";""
"2008/12/05";"1,223826";"2070749261";"0";"25,51";"0%";"-0,15%";"3,34%";"6,03%";"6,83%";"";""
"2008/12/04";"1,217045";"2059275586";"0";"-2907562,02";"-0,14%";"-0,71%";"2,77%";"5,44%";"6,64%";"";""
"2008/12/03";"1,20603";"2043519132";"0";"-1382,61";"-0%";"-1,77%";"1,84%";"4,44%";"6,32%";"";""
"2008/12/02";"1,21123";"2052331495";"0";"1077,9";"0%";"-1,31%";"1,79%";"4,89%";"6,47%";"";""
"2008/12/01";"1,210171";"2050536028";"0";"-903,05";"-0%";"-1,45%";"1,27%";"4,8%";"6,44%";"";""
"2008/11/28";"1,216598";"2061426963";"0";"-2407114,06";"-0,12%";"-1,15%";"1,24%";"5,26%";"6,66%";"";""
"2008/11/27";"1,213636";"2058809347";"0";"103,03";"0%";"-1,39%";"1%";"5,09%";"6,58%";"";""
"2008/11/26";"1,202108";"2039253172";"0";"-152,19";"-0%";"-2,25%";"0,04%";"3,65%";"6,25%";"";""
"2008/11/25";"1,189399";"2017693805";"0";"-295429,47";"-0,01%";"-3,42%";"-1,05%";"2,93%";"5,87%";"";""
"2008/11/24";"1,183573";"2008104574";"0";"8,46";"0%";"-3,85%";"-1,06%";"2,43%";"5,7%";"";""
"2008/11/21";"1,182495";"2006275581";"0";"-4822037,52";"-0,24%";"-4,24%";"-1,06%";"2,29%";"5,69%";"";""
"2008/11/20";"1,180631";"2007927469";"0";"-1078494,69";"-0,05%";"-4,39%";"-1,22%";"2,12%";"5,63%";"";""
"2008/11/19";"1,180015";"2007957755";"0";"-1322,02";"-0%";"-4,52%";"-1,27%";"2,03%";"5,61%";"";""
"2008/11/18";"1,180776";"2009254024";"0";"-1734334,47";"-0,09%";"-4,4%";"-1,31%";"2,4%";"5,64%";"";""
"2008/11/17";"1,188173";"2023586244";"0";"-124,12";"-0%";"-3,8%";"-0,82%";"3,04%";"5,85%";"";""
"2008/11/14";"1,186907";"2021430234";"0";"-2396309,56";"-0,12%";"-3,83%";"-0,06%";"2,95%";"5,83%";"";""
"2008/11/13";"1,200131";"2046375136";"0";"-5987298,94";"-0,29%";"-2,76%";"1,05%";"4,03%";"6,24%";"";""
"2008/11/12";"1,194184";"2042192379";"0";"122,81";"0%";"-3,32%";"0,55%";"3,38%";"6,06%";"";""
"2008/11/11";"1,197341";"2047591090";"0";"-351447,72";"-0,02%";"-2,75%";"0,68%";"3,86%";"6,16%";"";""
"2008/11/10";"1,200774";"2053814371";"0";"838,98";"0%";"-2,48%";"0,85%";"4,16%";"6,26%";"";""
"2008/11/07";"1,216546";"2080790088";"0";"-1374,69";"-0%";"-1,31%";"2,45%";"5,72%";"6,7%";"";""
"2008/11/06";"1,202287";"2056402738";"0";"745,32";"0%";"-2,46%";"1,25%";"4,21%";"6,29%";"";""
"2008/11/05";"1,224859";"2095009335";"0";"-3735872,94";"-0,18%";"-0,78%";"3,15%";"6,15%";"6,95%";"";""
"2008/11/04";"1,239767";"2124289449";"0";"-6173169,49";"-0,29%";"0,66%";"4,23%";"7,45%";"7,38%";"";""
"2008/11/03";"1,226535";"2107724248";"0";"627,24";"0%";"0,27%";"3,15%";"6,3%";"7%";"";""
"2008/10/31";"1,225381";"2105740544";"0";"-6695165,46";"-0,32%";"0,14%";"3,23%";"6,2%";"6,99%";"";""
"2008/10/30";"1,226114";"2113699329";"0";"-90480,95";"-0%";"0,2%";"3,29%";"6,48%";"7,01%";"";""
"2008/10/29";"1,209751";"2085580408";"0";"1420,19";"0%";"-1,23%";"1,91%";"5,04%";"6,54%";"";""
"2008/10/28";"1,207914";"2082412048";"0";"-60014132,7";"-2,88%";"-1,44%";"1,76%";"5,21%";"6,48%";"";""
"2008/10/27";"1,185012";"2101805868";"0";"-295546,02";"-0,01%";"-3,02%";"-0,17%";"3,22%";"5,81%";"";""
"2008/10/22";"1,205008";"2137572464";"0";"-1789020,73";"-0,08%";"-1,41%";"1,74%";"5,19%";"6,38%";"";""
"2008/10/21";"1,207851";"2144408924";"0";"-1514213,06";"-0,07%";"-0,91%";"1,95%";"5,44%";"6,46%";"";""
"2008/10/20";"1,203839";"2138795235";"0";"-53559941,25";"-2,5%";"-1,56%";"1,63%";"5,09%";"6,36%";"";""
"2008/10/17";"1,200922";"2187042921";"0";"-128,47";"-0%";"-1,79%";"1,49%";"4,63%";"6,29%";"";""
"2008/10/16";"1,205727";"2195793611";"0";"-56101545,49";"-2,55%";"-1,4%";"1,9%";"4,9%";"";"";""
"2008/10/15";"1,213794";"2266961617";"0";"944,18";"0%";"-0,78%";"2,58%";"5,35%";"";"";""
"2008/10/14";"1,227367";"2292310491";"0";"-8427754,25";"-0,37%";"1,28%";"3,8%";"6,52%";"";"";""
"2008/10/13";"1,226932";"2299922824";"0";"-54121500,36";"-2,35%";"1,61%";"3,6%";"6,48%";"";"";""
"2008/10/10";"1,197933";"2298405600";"0";"-70685206,22";"-3,08%";"-0,78%";"1,28%";"4,4%";"";"";""
"2008/10/09";"1,205181";"2383424805";"0";"-112464941,71";"-4,72%";"-0,18%";"1,9%";"4,96%";"";"";""
"2008/10/08";"1,217253";"2520890457";"0";"400,97";"0%";"0,99%";"2,92%";"6,06%";"";"";""
"2008/10/07";"1,227133";"2541351204";"0";"-88,45";"-0%";"1,59%";"3,82%";"6,97%";"";"";""
"2008/10/06";"1,226073";"2539156068";"0";"1526,15";"0%";"2,28%";"3,8%";"6,88%";"";"";""
"2008/10/03";"1,22719";"2541467810";"0";"491715,5";"0,02%";"2,66%";"4,57%";"7,2%";"";"";""
"2008/10/02";"1,232714";"2552413893";"0";"-49888795,77";"-1,95%";"3,12%";"5,04%";"7,59%";"";"";""
"2008/10/01";"1,235133";"2607409283";"0";"1360,8";"0%";"3,83%";"5,25%";"7,87%";"";"";""
"2008/09/30";"1,231846";"2600468953";"0";"-1803,28";"-0%";"3,46%";"4,98%";"7,74%";"";"";""
"2008/09/29";"1,235462";"2608104261";"0";"-1896376,74";"-0,07%";"3,59%";"5,27%";"8,06%";"";"";""
"2008/09/26";"1,236791";"2612808244";"0";"-212,35";"-0%";"4,29%";"5,46%";"8,22%";"";"";""
"2008/09/25";"1,238497";"2616412502";"0";"-3018518,42";"-0,12%";"4,43%";"5,61%";"8,58%";"";"";""
"2008/09/24";"1,237691";"2617726324";"0";"-2510989,03";"-0,1%";"3,84%";"5,54%";"8,62%";"";"";""
"2008/09/23";"1,239868";"2624846102";"0";"-1297,72";"-0%";"4,31%";"5,64%";"8,71%";"";"";""
"2008/09/22";"1,24059";"2626375901";"0";"-691864,09";"-0,03%";"4,32%";"5,66%";"8,78%";"";"";""
"2008/09/19";"1,238667";"2622995629";"0";"-2547663,62";"-0,1%";"4,28%";"5,69%";"8,77%";"";"";""
"2008/09/18";"1,226341";"2599416459";"0";"-659335,79";"-0,03%";"3,24%";"4,63%";"8,21%";"";"";""
"2008/09/17";"1,229823";"2607458296";"0";"887661,38";"0,03%";"3,71%";"4,93%";"8,71%";"";"";""
"2008/09/16";"1,224511";"2595312020";"0";"-13874073,45";"-0,53%";"3,33%";"4,51%";"8,06%";"";"";""
"2008/09/15";"1,227435";"2615416548";"0";"2352189,73";"0,09%";"3,66%";"4,78%";"8,31%";"";"";""
"2008/09/12";"1,234933";"2629026716";"0";"199,2";"0%";"4,3%";"5,5%";"9,12%";"";"";""
"2008/09/11";"1,235668";"2630591245";"0";"-667015,72";"-0,03%";"4,36%";"5,56%";"9,62%";"";"";""
"2008/09/10";"1,229572";"2618277306";"0";"-19328086,9";"-0,74%";"3,98%";"5,04%";"8,99%";"";"";""
"2008/09/09";"1,228637";"2635599686";"0";"459,5";"0%";"3,62%";"4,8%";"8,85%";"";"";""
"2008/09/08";"1,223125";"2623775211";"0";"598,9";"0%";"3,12%";"4,48%";"8,36%";"";"";""
"2008/09/05";"1,225692";"2629281187";"0";"-731517,62";"-0,03%";"3,5%";"4,78%";"8,42%";"";"";""
"2008/09/04";"1,227801";"2634538064";"0";"-2486836,91";"-0,09%";"3,67%";"4,96%";"8,32%";"";"";""
"2008/09/03";"1,227367";"2636092772";"0";"-1563330,13";"-0,06%";"3,15%";"4,93%";"8,7%";"";"";""
"2008/09/02";"1,227916";"2638835923";"0";"156,03";"0%";"2,75%";"4,81%";"8,7%";"";"";""
"2008/09/01";"1,235681";"2655523032";"0";"376,57";"0%";"3,26%";"5,53%";"9,39%";"";"";""
"2008/08/29";"1,230803";"2645039659";"0";"981,9";"0%";"2,42%";"5,29%";"9,02%";"";"";""
"2008/08/28";"1,229799";"2642881046";"0";"-3171125,33";"-0,12%";"2,34%";"5,2%";"8,87%";"";"";""
"2008/08/27";"1,231474";"2649656124";"0";"-1333";"-0%";"2,45%";"5,34%";"8,87%";"";"";""
"2008/08/26";"1,230968";"2648568740";"0";"-221,6";"-0%";"2,9%";"5,35%";"9,05%";"";"";""
"2008/08/25";"1,232901";"2652728033";"0";"1012945,29";"0,04%";"2,97%";"5,49%";"9,22%";"";"";""
"2008/08/22";"1,234829";"2655861817";"0";"-2400355,75";"-0,09%";"3,32%";"5,84%";"9,48%";"";"";""
"2008/08/21";"1,235893";"2660552685";"0";"1071,52";"0%";"3,4%";"5,93%";"9,81%";"";"";""
"2008/08/19";"1,235148";"2658947825";"0";"-1547,5";"-0%";"3,1%";"5,8%";"9,94%";"";"";""
"2008/08/18";"1,235447";"2659593041";"0";"-318,25";"-0%";"3,53%";"5,79%";"9,97%";"";"";""
"2008/08/15";"1,234205";"2656919659";"0";"213,32";"0%";"3,92%";"5,63%";"9,43%";"";"";""
"2008/08/14";"1,235183";"2659024823";"0";"772,47";"0%";"4%";"5,72%";"9,64%";"";"";""
"2008/08/13";"1,231209";"2650469074";"0";"-305930,18";"-0,01%";"3,53%";"5,38%";"9,11%";"";"";""
"2008/08/12";"1,231358";"2651095799";"0";"-354172,46";"-0,01%";"3,42%";"5,41%";"9,14%";"";"";""
"2008/08/11";"1,230122";"2648788526";"0";"-313,41";"-0%";"3,49%";"5,26%";"9,04%";"";"";""
"2008/08/08";"1,232649";"2654230161";"0";"-233,29";"-0%";"3,8%";"5,52%";"9,34%";"";"";""
"2008/08/07";"1,234458";"2658125666";"0";"-7515637,5";"-0,28%";"3,96%";"5,67%";"9,59%";"";"";""
"2008/08/06";"1,231689";"2659662031";"0";"89662,58";"0%";"3,55%";"5,44%";"9,24%";"";"";""
"2008/08/05";"1,223269";"2641391156";"0";"732,77";"0%";"2,87%";"4,72%";"8,48%";"";"";""
"2008/08/04";"1,223903";"2642759412";"0";"12,9";"0%";"2,79%";"4,71%";"8,54%";"";"";""
"2008/08/01";"1,223639";"2642189347";"0";"2470394,76";"0,09%";"3,08%";"4,59%";"8,6%";"";"";""
