"Dátum";"Árfolyam";"NEÉ";"Kifizetett hozam";"Napi befjegy. forgalom";"Napi befjegy. forgalom változás(%)";"3 hónapos hozam";"6 hónapos hozam";"1 éves hozam";"3 éves hozam";"5 éves hozam";"10 éves hozam"
"2012/07/23";"2,338057";"1473557605";"";"391050,32";"0,03%";"7,02%";"12,11%";"7,81%";"9,89%";"7,45%";"7,65%"
"2012/07/20";"2,346658";"1478585886";"";"1330338,75";"0,09%";"7,32%";"13,39%";"8,3%";"10,3%";"7,56%";"7,7%"
"2012/07/19";"2,347666";"1477890098";"";"-33183804,12";"-2,25%";"7,38%";"13,54%";"8,26%";"10,35%";"7,59%";"7,7%"
"2012/07/18";"2,335232";"1503070765";"";"1321758,98";"0,09%";"7,02%";"13,54%";"7,97%";"10,16%";"7,52%";"7,65%"
"2012/07/17";"2,341896";"1506034514";"";"-59404,95";"-0%";"7,44%";"14,66%";"8,2%";"10,26%";"7,59%";"7,67%"
"2012/07/16";"2,335297";"1501850044";"";"-1526243,92";"-0,1%";"7,23%";"14,26%";"7,9%";"10,14%";"7,53%";"7,62%"
"2012/07/13";"2,312877";"1488943136";"";"2000418,25";"0,13%";"6,17%";"12,69%";"7,05%";"10,4%";"7,33%";"7,57%"
"2012/07/12";"2,298287";"1477562844";"";"697780,43";"0,05%";"5,25%";"11,39%";"6,55%";"10,17%";"7,2%";"7,5%"
"2012/07/11";"2,29283";"1473358429";"";"1538644,56";"0,1%";"5,26%";"11,89%";"6%";"10,09%";"7,16%";"7,46%"
"2012/07/10";"2,290997";"1470643140";"";"237869,61";"0,02%";"5,42%";"12,72%";"5,9%";"10,06%";"7,15%";"7,51%"
"2012/07/09";"2,288928";"1469077347";"";"2588793,83";"0,18%";"5,33%";"12,27%";"5,8%";"10,12%";"7,15%";"7,49%"
"2012/07/06";"2,288246";"1466051604";"";"-30333,69";"-0%";"5,3%";"12,84%";"5,79%";"10,48%";"7,16%";"7,52%"
"2012/07/05";"2,293797";"1469638470";"";"2487987,17";"0,17%";"5,56%";"15,09%";"6,07%";"10,49%";"7,22%";"7,54%"
"2012/07/04";"2,287311";"1463001930";"";"-530173,89";"-0,04%";"5,27%";"13,84%";"6,1%";"10,39%";"7,18%";"7,48%"
"2012/07/03";"2,28257";"1460498583";"";"14883,64";"0%";"4,73%";"12,54%";"5,87%";"10,31%";"7,13%";"7,44%"
"2012/07/02";"2,27182";"1453605400";"";"-381219,09";"-0,03%";"4,37%";"11,08%";"5,37%";"10,16%";"7,05%";"7,39%"
"2012/06/29";"2,273581";"1455113676";"";"-184322,43";"-0,01%";"4,57%";"10,56%";"5,47%";"11,11%";"7,1%";"7,42%"
"2012/06/28";"2,269209";"1452499522";"";"1045809,96";"0,07%";"4,34%";"9,5%";"5,33%";"11,05%";"7,06%";"7,4%"
"2012/06/27";"2,261008";"1446208108";"";"-142999,44";"-0,01%";"3,78%";"8,78%";"5,06%";"10,92%";"6,98%";"7,35%"
"2012/06/26";"2,261042";"1446372857";"";"-50858,31";"-0%";"4,12%";"9,04%";"4,95%";"10,92%";"6,99%";"7,37%"
"2012/06/25";"2,256596";"1443579540";"";"-3067558,01";"-0,21%";"3,75%";"8,83%";"4,75%";"10,94%";"7,05%";"7,35%"
"2012/06/22";"2,257637";"1447314457";"";"-65321,5";"-0%";"3,71%";"8,95%";"3,68%";"11,26%";"7,09%";"7,35%"
"2012/06/21";"2,259972";"1448876756";"";"155253,34";"0,01%";"3,67%";"7,91%";"4,51%";"11,25%";"7,1%";"7,36%"
"2012/06/20";"2,257706";"1447268917";"";"-549057,51";"-0,04%";"3,55%";"8,02%";"4,49%";"11,21%";"7,08%";"7,34%"
"2012/06/19";"2,255642";"1446494376";"";"-672610,09";"-0,05%";"3,38%";"7,86%";"4,28%";"11,18%";"7,05%";"7,33%"
"2012/06/18";"2,24788";"1442187069";"";"7433010,84";"0,52%";"3,02%";"7,55%";"3,92%";"11,1%";"6,99%";"7,28%"
"2012/06/15";"2,231308";"1424176650";"";"538251,64";"0,04%";"2,26%";"6,44%";"2,63%";"10,7%";"6,89%";"7,2%"
"2012/06/14";"2,226057";"1420288110";"";"414769,08";"0,03%";"2,02%";"6,47%";"2,6%";"10,69%";"6,86%";"7,17%"
"2012/06/13";"2,227217";"1420613238";"";"-778601,05";"-0,05%";"2,17%";"6,26%";"2,62%";"10,71%";"6,88%";"7,18%"
"2012/06/12";"2,230135";"1423254083";"";"-181193,3";"-0,01%";"2,42%";"6,36%";"2,76%";"10,76%";"6,88%";"7,2%"
"2012/06/11";"2,228988";"1422703177";"";"-3881101,94";"-0,27%";"2,34%";"5,82%";"2,71%";"10,76%";"6,89%";"7,19%"
"2012/06/08";"2,233247";"1429310100";"";"311555,6";"0,02%";"2,59%";"6,12%";"3,01%";"11,14%";"6,97%";"7,24%"
"2012/06/07";"2,23778";"1431899097";"";"4044143,64";"0,28%";"2,72%";"5,77%";"3,36%";"11,23%";"6,93%";"7,26%"
"2012/06/06";"2,213077";"1412092769";"";"12060342,33";"0,85%";"1,68%";"4,52%";"2,44%";"10,82%";"6,61%";"7,14%"
"2012/06/05";"2,207895";"1396754200";"";"-3783892,82";"-0,27%";"1,52%";"3,96%";"2,11%";"10,73%";"6,53%";"7,11%"
"2012/06/04";"2,208664";"1401025894";"";"-69775,93";"-0%";"1,31%";"4,72%";"2,15%";"10,67%";"6,55%";"7,12%"
"2012/06/01";"2,199972";"1395581783";"";"274098,4";"0,02%";"0,71%";"4,86%";"1,95%";"10,24%";"6,47%";"7,07%"
"2012/05/31";"2,209612";"1401421747";"";"-61554,6";"-0%";"1,72%";"6,04%";"2,33%";"10,4%";"6,59%";"7,12%"
"2012/05/30";"2,216404";"1405791241";"";"-5942180,97";"-0,42%";"2,03%";"6,37%";"2,72%";"10,51%";"6,65%";"7,17%"
"2012/05/29";"2,222273";"1415471668";"";"-528497,87";"-0,04%";"2,3%";"7,97%";"3,12%";"10,61%";"6,71%";"7,19%"
"2012/05/25";"2,22098";"1415176285";"";"22738,87";"0%";"2,67%";"8,65%";"2,62%";"10,7%";"6,71%";"7,17%"
"2012/05/24";"2,220403";"1414785896";"";"-1010328,98";"-0,07%";"2,64%";"5,82%";"2,62%";"10,79%";"6,69%";"7,17%"
"2012/05/23";"2,216324";"1413195331";"";"-149209,43";"-0,01%";"2,74%";"4,8%";"2,38%";"10,72%";"6,62%";"7,14%"
"2012/05/22";"2,224193";"1418362583";"";"-815522,89";"-0,06%";"3,07%";"4,64%";"2,7%";"10,85%";"6,75%";"7,18%"
"2012/05/21";"2,223059";"1418454541";"";"-26189478,13";"-1,85%";"2,22%";"4,68%";"2,65%";"10,83%";"6,75%";"7,16%"
"2012/05/18";"2,217288";"1440893763";"";"3142207,5";"0,22%";"1,89%";"4,05%";"2,71%";"11,44%";"6,7%";"7,14%"
"2012/05/17";"2,220009";"1439515928";"";"-132878,87";"-0,01%";"2,01%";"5,47%";"2,97%";"11,52%";"6,7%";"7,15%"
"2012/05/16";"2,222955";"1441559252";"";"-173252,95";"-0,01%";"2,13%";"5,4%";"3%";"11,57%";"6,73%";"7,17%"
"2012/05/15";"2,236763";"1450687901";"";"891784,8";"0,06%";"2,43%";"5,91%";"3,51%";"11,8%";"6,86%";"7,24%"
"2012/05/14";"2,236259";"1449469440";"";"2430894,14";"0,17%";"3,33%";"5,72%";"3,49%";"11,91%";"6,87%";"7,23%"
"2012/05/11";"2,235536";"1446570707";"";"2173126,62";"0,15%";"3,74%";"4,47%";"3,41%";"11,11%";"6,88%";"7,22%"
"2012/05/10";"2,23657";"1445065656";"";"-6230910,31";"-0,43%";"3,79%";"4,18%";"3,55%";"11,13%";"6,85%";"7,22%"
"2012/05/09";"2,235103";"1450344639";"";"-586475,41";"-0,04%";"3,29%";"4,18%";"3,49%";"11,11%";"6,8%";"7,22%"
"2012/05/08";"2,237225";"1452308624";"";"3540787,27";"0,24%";"3,18%";"3,96%";"3,66%";"11,14%";"6,83%";"7,23%"
"2012/05/07";"2,240578";"1450939151";"";"145297,09";"0,01%";"4,07%";"4,15%";"3,81%";"11,32%";"6,89%";"7,24%"
"2012/05/04";"2,242074";"1451762527";"";"-384658,23";"-0,03%";"4,92%";"4,54%";"4,1%";"11,94%";"6,96%";"7,26%"
"2012/05/03";"2,241593";"1451835651";"";"401138,63";"0,03%";"4,89%";"4,52%";"4,14%";"12,01%";"7,03%";"7,26%"
"2012/05/02";"2,238742";"1449588486";"";"5034760,47";"0,35%";"5,04%";"3,85%";"3,83%";"11,96%";"6,99%";"7,25%"
"2012/04/27";"2,235753";"1442625066";"";"1624276,77";"0,11%";"5,29%";"3,11%";"3,71%";"12,3%";"6,95%";"7,24%"
"2012/04/26";"2,234009";"1439876736";"";"83494,27";"0,01%";"5,33%";"2,6%";"3,69%";"12,38%";"6,97%";"7,23%"
"2012/04/25";"2,233985";"1439777774";"";"-2701799,31";"-0,19%";"5,96%";"2,64%";"3,73%";"12,38%";"6,98%";"7,25%"
"2012/04/24";"2,18519";"1410972741";"";"57416603,01";"4,07%";"4,28%";"0,78%";"1,46%";"11,56%";"6,51%";"7,01%"
"2012/04/23";"2,18466";"1353227844";"";"14973,81";"0%";"4,76%";"1,05%";"1,44%";"11,56%";"6,5%";"7,01%"
"2012/04/20";"2,186651";"1354446127";"";"224581,43";"0,02%";"5,66%";"1,07%";"1,55%";"12,01%";"6,54%";"7,03%"
"2012/04/19";"2,186317";"1354014695";"";"505436,01";"0,04%";"5,74%";"0,86%";"1,91%";"11,84%";"6,57%";"7,03%"
"2012/04/18";"2,182153";"1350931402";"";"275589,3";"0,02%";"6,1%";"0,73%";"1,53%";"11,77%";"6,52%";"7,01%"
"2012/04/17";"2,179759";"1349174033";"";"556774,57";"0,04%";"6,72%";"0,19%";"1,37%";"11,73%";"6,51%";"7,01%"
"2012/04/16";"2,177806";"1347408937";"";"294926,28";"0,02%";"6,56%";"0,38%";"1,28%";"11,54%";"6,5%";"6,98%"
"2012/04/13";"2,17849";"1347537109";"";"1142237,92";"0,08%";"6,14%";"0,6%";"1,27%";"11,15%";"6,52%";"6,99%"
"2012/04/12";"2,183659";"1349589522";"";"-833883,52";"-0,06%";"5,84%";"0,91%";"1,58%";"11,24%";"6,56%";"7,02%"
"2012/04/11";"2,178235";"1347069083";"";"-3102358,53";"-0,23%";"6,3%";"0,99%";"1,03%";"11,15%";"6,59%";"6,99%"
"2012/04/10";"2,173149";"1347018902";"";"-680741,17";"-0,05%";"6,92%";"0,9%";"1,1%";"11,06%";"6,57%";"6,96%"
"2012/04/05";"2,173004";"1347609720";"";"2543017,66";"0,19%";"9,03%";"2,02%";"1,39%";"12,56%";"6,57%";"6,97%"
"2012/04/04";"2,17275";"1344909479";"";"-3219524,4";"-0,24%";"8,14%";"2,79%";"1,69%";"12,56%";"6,57%";"6,96%"
"2012/04/03";"2,179435";"1352276854";"";"629972,05";"0,05%";"7,45%";"2,66%";"2,12%";"12,68%";"6,63%";"7%"
"2012/04/02";"2,176752";"1349982933";"";"577683,7";"0,04%";"6,43%";"1,86%";"2%";"13,06%";"6,61%";"6,99%"
"2012/03/30";"2,169756";"1345068311";"";"-3604296,29";"-0,27%";"5,61%";"1,54%";"1,62%";"13,43%";"6,55%";"6,96%"
"2012/03/29";"2,174316";"1351507003";"";"144020,27";"0,01%";"5,73%";"1,34%";"1,92%";"13,37%";"6,62%";"6,98%"
"2012/03/28";"2,174891";"1351720352";"";"4726935,64";"0,35%";"4,95%";"0,7%";"1,82%";"13,38%";"6,64%";"7,01%"
"2012/03/27";"2,178735";"1349374153";"";"-401014,29";"-0,03%";"4,82%";"0,74%";"2,11%";"13,45%";"6,66%";"7,03%"
"2012/03/26";"2,171606";"1345358592";"";"4193553,2";"0,31%";"4,73%";"1,57%";"1,78%";"13%";"6,59%";"7%"
"2012/03/23";"2,175112";"1343330314";"";"5525154,17";"0,41%";"4,9%";"2,03%";"2,33%";"13,6%";"6,64%";"7,03%"
"2012/03/22";"2,176855";"1338877194";"";"6351137,84";"0,47%";"5,05%";"1,4%";"2,43%";"13,7%";"6,68%";"7,04%"
"2012/03/21";"2,179938";"1334413264";"";"369474,63";"0,03%";"4,09%";"1,14%";"2,51%";"13,75%";"6,72%";"7,05%"
"2012/03/20";"2,180394";"1334322845";"";"-538241,29";"-0,04%";"4,32%";"0,82%";"2,73%";"13,76%";"6,74%";"7,06%"
"2012/03/19";"2,181938";"1335806340";"";"2515807,11";"0,19%";"4,34%";"0,48%";"2,8%";"13,77%";"6,75%";"7,08%"
"2012/03/14";"2,182009";"1333333918";"";"1634060,78";"0,12%";"4,36%";"0,46%";"3,53%";"13,43%";"6,92%";"7,09%"
"2012/03/13";"2,179821";"1330364501";"";"-10290,43";"-0%";"4%";"-0,09%";"3,43%";"13,4%";"6,88%";"7,07%"
"2012/03/12";"2,177337";"1328858772";"";"-211759,61";"-0,02%";"3,84%";"-0,22%";"3,31%";"14,2%";"6,83%";"7,06%"
"2012/03/09";"2,178007";"1329479507";"";"27990,61";"0%";"3,4%";"-0,96%";"2,99%";"14,96%";"6,89%";"7,08%"
"2012/03/08";"2,176788";"1328707441";"";"1512611,93";"0,11%";"3,43%";"-1,49%";"3,19%";"15,08%";"6,93%";"7,08%"
"2012/03/07";"2,178615";"1328308757";"";"272568,54";"0,02%";"2,97%";"-1,34%";"2,76%";"15,11%";"6,97%";"7,08%"
"2012/03/06";"2,176582";"1326796916";"";"1312846,86";"0,1%";"2,79%";"-0,94%";"2,7%";"15,08%";"6,97%";"7,06%"
"2012/03/05";"2,174786";"1324390350";"";"4784009,93";"0,36%";"2,4%";"-0,73%";"2,62%";"14,17%";"6,97%";"7,06%"
"2012/03/02";"2,180019";"1322781595";"";"-231606,29";"-0,02%";"3,36%";"-0,26%";"2,79%";"13,41%";"7,03%";"7,09%"
"2012/03/01";"2,18457";"1325775119";"";"34783,51";"0%";"4,13%";"-0,03%";"3,21%";"13,29%";"7,07%";"7,12%"
"2012/02/29";"2,172284";"1318284385";"";"-1412586,56";"-0,11%";"5,55%";"-0,41%";"2,48%";"13,08%";"6,97%";"7,08%"
"2012/02/28";"2,164554";"1315000874";"";"-755294,82";"-0,06%";"4,32%";"-0,59%";"2,12%";"12,94%";"6,89%";"7,04%"
"2012/02/27";"2,158303";"1311956406";"";"853691,98";"0,07%";"5,59%";"-0,87%";"2,31%";"12,83%";"6,8%";"7%"
"2012/02/24";"2,163215";"1314086603";"";"-616480,61";"-0,05%";"3,09%";"-0,12%";"2,87%";"13,68%";"6,86%";"7,01%"
"2012/02/23";"2,157114";"1310995175";"";"3360565,27";"0,26%";"2%";"-1,42%";"2,7%";"13,84%";"6,8%";"6,98%"
"2012/02/22";"2,157915";"1308120173";"";"1388432,14";"0,11%";"1,52%";"-1,4%";"2,76%";"13,75%";"6,82%";"6,99%"
"2012/02/21";"2,174885";"1317007974";"";"-6882,85";"-0%";"2,41%";"-0,31%";"3,58%";"14,04%";"6,98%";"7,05%"
"2012/02/20";"2,182019";"1321334894";"";"-51790,94";"-0%";"2,4%";"0,02%";"3,86%";"14,17%";"7,03%";"7,1%"
"2012/02/17";"2,176207";"1317867055";"";"721349,15";"0,05%";"3,39%";"-0,06%";"3,7%";"13,18%";"7,02%";"7,06%"
"2012/02/16";"2,17657";"1317365411";"";"47814,93";"0%";"3,2%";"0,7%";"3,73%";"12,28%";"7,02%";"7,06%"
"2012/02/15";"2,18373";"1321651017";"";"3558191,36";"0,27%";"3,4%";"1,23%";"4,03%";"11,75%";"7,1%";"7,1%"
"2012/02/14";"2,164296";"1306362522";"";"-23524571,65";"-1,8%";"2,32%";"0,65%";"3,11%";"11,42%";"6,95%";"7,01%"
"2012/02/13";"2,168195";"1332282898";"";"110675,31";"0,01%";"1,32%";"0,83%";"3,64%";"11,49%";"6,99%";"7,03%"
"2012/02/10";"2,154977";"1324050881";"";"7671920,83";"0,58%";"0,38%";"0,9%";"2,99%";"10,95%";"6,85%";"6,99%"
"2012/02/09";"2,164006";"1321894372";"";"-920421,78";"-0,07%";"0,86%";"1,88%";"3,11%";"11,8%";"6,94%";"7,03%"
"2012/02/08";"2,168284";"1325429852";"";"-115221,89";"-0,01%";"0,75%";"2,01%";"2,95%";"12,03%";"6,98%";"7,05%"
"2012/02/07";"2,153001";"1316202061";"";"-1742074,83";"-0,13%";"0,08%";"1,62%";"2,19%";"11,77%";"6,83%";"6,99%"
"2012/02/06";"2,151567";"1317066323";"";"7357841";"0,56%";"0,32%";"1,55%";"2,4%";"11,74%";"6,82%";"6,97%"
"2012/02/03";"2,136989";"1300834517";"";"-2320105,35";"-0,18%";"-0,36%";"-0,95%";"1,52%";"10,21%";"6,71%";"6,89%"
"2012/02/02";"2,131359";"1299721399";"";"19401,26";"0%";"-1,13%";"-1,54%";"0,99%";"10,11%";"6,65%";"6,87%"
"2012/02/01";"2,119343";"1292374645";"";"-5351453,23";"-0,41%";"-2,51%";"-2,15%";"0,72%";"10,05%";"6,54%";"6,81%"
"2012/01/31";"2,115231";"1295208219";"";"2154639,98";"0,17%";"-2,7%";"-2,2%";"1,02%";"9,98%";"6,55%";"6,79%"
"2012/01/30";"2,115721";"1293353119";"";"-537,22";"-0%";"-2,67%";"-2,18%";"0,9%";"9,99%";"6,57%";"6,8%"
"2012/01/27";"2,123434";"1298068662";"";"849884,4";"0,07%";"-2,07%";"-2,03%";"1,14%";"8,96%";"6,66%";"6,83%"
"2012/01/26";"2,120991";"1295726334";"";"-4706673,03";"-0,36%";"-2,59%";"-2,13%";"1,27%";"9,13%";"6,64%";"6,82%"
"2012/01/25";"2,108234";"1292611369";"";"-1504122,34";"-0,12%";"-3,14%";"-2,74%";"1,45%";"8,83%";"6,5%";"6,75%"
"2012/01/24";"2,095513";"1286306850";"";"-398221,68";"-0,03%";"-3,35%";"-3,37%";"1,16%";"8,61%";"6,39%";"6,7%"
"2012/01/23";"2,085411";"1280502154";"";"99785,27";"0,01%";"-3,54%";"-3,84%";"0,76%";"8,43%";"6,29%";"6,65%"
"2012/01/20";"2,069542";"1270659107";"";"81576,7";"0,01%";"-4,34%";"-4,49%";"-0,04%";"8%";"6,05%";"6,59%"
"2012/01/19";"2,067721";"1269459543";"";"1161797,71";"0,09%";"-4,62%";"-4,65%";"-0,09%";"7,75%";"6,03%";"6,58%"
"2012/01/18";"2,05677";"1261580626";"";"88264,95";"0,01%";"-5,06%";"-4,9%";"-0,5%";"7,73%";"5,96%";"6,52%"
"2012/01/17";"2,042457";"1252713674";"";"498330,44";"0,04%";"-6,12%";"-5,63%";"-0,58%";"7,48%";"5,81%";"6,44%"
"2012/01/16";"2,043768";"1253019108";"";"150919,09";"0,01%";"-5,79%";"-5,57%";"-0,16%";"7,5%";"5,78%";"6,47%"
"2012/01/13";"2,052447";"1258188579";"";"5920000,01";"0,47%";"-5,22%";"-5%";"0,11%";"8,5%";"5,95%";"6,55%"
"2012/01/12";"2,063226";"1258845218";"";"3583727,53";"0,28%";"-4,65%";"-4,35%";"0,99%";"8,45%";"6,06%";"6,6%"
"2012/01/11";"2,049151";"1246698296";"";"824917,85";"0,07%";"-5%";"-5,26%";"0,8%";"8,24%";"5,9%";"6,53%"
"2012/01/10";"2,032481";"1235738103";"";"1520474,63";"0,12%";"-5,63%";"-6,05%";"0,31%";"7,95%";"5,65%";"6,45%"
"2012/01/09";"2,038812";"1238062108";"";"-3486813,35";"-0,28%";"-4,77%";"-5,76%";"0,27%";"8,06%";"5,6%";"6,5%"
"2012/01/06";"2,027833";"1234863182";"";"972535,37";"0,08%";"-5,14%";"-6,25%";"-0,62%";"7,32%";"5,49%";"6,48%"
"2012/01/05";"1,993032";"1212715023";"";"880187,34";"0,07%";"-6,43%";"-7,83%";"-2,25%";"6,73%";"5,13%";"6,29%"
"2012/01/04";"2,009236";"1221687448";"";"122785,58";"0,01%";"-4,95%";"-6,8%";"-1,51%";"6,99%";"5,25%";"6,38%"
"2012/01/03";"2,028307";"1233159348";"";"-14044858,99";"-1,14%";"-4,45%";"-5,92%";"-0,34%";"7,32%";"5,46%";"6,51%"
"2012/01/02";"2,04517";"1257573251";"";"-1467566,99";"-0,12%";"-4,29%";"-5,14%";"0,91%";"7,62%";"5,67%";"6,59%"
"2011/12/30";"2,054497";"1264782675";"";"208011,17";"0,02%";"-3,86%";"-4,67%";"1,5%";"7,78%";"5,81%";"6,65%"
"2011/12/29";"2,056513";"1265815543";"";"-417592,25";"-0,03%";"-4,15%";"-4,6%";"1,47%";"7,69%";"5,83%";"6,66%"
"2011/12/28";"2,072355";"1275987348";"";"507411,54";"0,04%";"-4,05%";"-3,81%";"2,16%";"8,11%";"6%";"6,74%"
"2011/12/27";"2,078563";"1279300797";"";"-675648,59";"-0,05%";"-3,89%";"-3,42%";"2,37%";"8,22%";"6,05%";"6,78%"
"2011/12/23";"2,073538";"1276882057";"";"955019,09";"0,07%";"-2,73%";"-4,25%";"2,04%";"8,13%";"6,01%";"6,77%"
"2011/12/22";"2,072172";"1275086486";"";"-498469,74";"-0,04%";"-3,48%";"-4,83%";"1,94%";"8,1%";"5,99%";"6,76%"
"2011/12/21";"2,094315";"1289215715";"";"655370,56";"0,05%";"-2,84%";"-3,15%";"3,11%";"8,46%";"6,24%";"6,88%"
"2011/12/20";"2,090088";"1285959616";"";"-514212,14";"-0,04%";"-3,36%";"-3,27%";"2,74%";"8,39%";"6,22%";"6,85%"
"2011/12/19";"2,091178";"1287144736";"";"2497685,01";"0,19%";"-3,7%";"-3,32%";"2,82%";"8,41%";"6,22%";"6,86%"
"2011/12/16";"2,090047";"1283952258";"";"-303956,94";"-0,02%";"-4,06%";"-3,31%";"2,87%";"8,41%";"6,22%";"6,87%"
"2011/12/15";"2,096302";"1288099680";"";"-5279532,33";"-0,41%";"-3,81%";"-3,58%";"3,55%";"8,49%";"6,28%";"6,9%"
"2011/12/14";"2,090854";"1290017898";"";"-8504,88";"-0%";"-3,74%";"-3,64%";"3,17%";"8,07%";"6,24%";"6,87%"
"2011/12/13";"2,095985";"1293192155";"";"410835,14";"0,03%";"-3,94%";"-3,42%";"3,61%";"8,15%";"6,32%";"6,89%"
"2011/12/12";"2,096877";"1293331496";"";"2969637,91";"0,23%";"-3,91%";"-3,38%";"3,59%";"8,17%";"6,43%";"6,91%"
"2011/12/09";"2,106312";"1296167904";"";"-3035676,35";"-0,23%";"-4,22%";"-2,88%";"4,07%";"8,89%";"6,55%";"6,99%"
"2011/12/08";"2,104552";"1298117987";"";"364148,99";"0,03%";"-4,76%";"-2,92%";"4,1%";"9,39%";"6,53%";"6,98%"
"2011/12/07";"2,115689";"1304621373";"";"-4487962,83";"-0,34%";"-4,19%";"-2,28%";"4,78%";"9,56%";"6,65%";"7,04%"
"2011/12/06";"2,117441";"1310193408";"";"302317,61";"0,02%";"-3,63%";"-1,98%";"5,22%";"9,59%";"6,67%";"7,03%"
"2011/12/05";"2,123861";"1313862630";"";"-204349,13";"-0,02%";"-3,05%";"-1,77%";"5,41%";"9,7%";"6,73%";"7,08%"
"2011/12/02";"2,109163";"1304973090";"";"22676,02";"0%";"-3,51%";"-2,27%";"4,95%";"10,39%";"6,59%";"7,04%"
"2011/12/01";"2,097933";"1298002353";"0";"11846,56";"0%";"-3,99%";"-2,78%";"4,62%";"10,15%";"6,48%";"6,98%"
"2011/11/30";"2,083669";"1289165374";"0";"-815372,77";"-0,06%";"-4,65%";"-3,63%";"4,89%";"10,05%";"6,32%";"6,91%"
"2011/11/29";"2,058147";"1274180306";"0";"2434792,04";"0,19%";"-5,76%";"-4,63%";"2,46%";"9,6%";"6,06%";"6,79%"
"2011/11/28";"2,074822";"1282049130";"0";"-82395,76";"-0,01%";"-4,94%";"-3,85%";"3,11%";"9,9%";"6,26%";"6,88%"
"2011/11/25";"2,044136";"1263169182";"0";"-139155,39";"-0,01%";"-6,12%";"-5,14%";"0,4%";"10,55%";"5,97%";"6,76%"
"2011/11/24";"2,098365";"1296822716";"0";"-1312397,7";"-0,1%";"-3,63%";"-2,63%";"2,37%";"11,93%";"6,52%";"7,04%"
"2011/11/23";"2,114776";"1308287635";"0";"-141517,92";"-0,01%";"-3,04%";"-1,87%";"2,65%";"12,13%";"6,65%";"7,12%"
"2011/11/22";"2,125641";"1315151417";"0";"257851,03";"0,02%";"-1,85%";"-1,72%";"2,35%";"12,32%";"6,73%";"7,18%"
"2011/11/21";"2,123753";"1313725674";"0";"-4493553,27";"-0,34%";"-2,94%";"-1,88%";"2,38%";"12,29%";"6,7%";"7,17%"
"2011/11/18";"2,130942";"1322681459";"0";"2193309,61";"0,17%";"-2,32%";"-1,61%";"2,76%";"12,97%";"6,89%";"7,25%"
"2011/11/17";"2,104832";"1304308476";"0";"6020524,8";"0,46%";"-3,52%";"-2,81%";"1,4%";"12,23%";"6,63%";"7,11%"
"2011/11/16";"2,109076";"1300905706";"0";"-1403330,47";"-0,11%";"-3,82%";"-2,62%";"1,4%";"12,51%";"6,7%";"7,14%"
"2011/11/15";"2,111909";"1304058353";"0";"-2460011,86";"-0,19%";"-3,01%";"-2,47%";"1,2%";"12,56%";"6,75%";"7,13%"
"2011/11/14";"2,115242";"1308580303";"0";"-8066355,2";"-0,62%";"-2,13%";"-2,02%";"1,39%";"12,62%";"6,85%";"7,16%"
"2011/11/11";"2,139905";"1331998309";"0";"-1143883,5";"-0,09%";"-0,48%";"-0,97%";"2,71%";"12,97%";"7,15%";"7,28%"
"2011/11/10";"2,146742";"1337401584";"0";"-13629662,94";"-1,02%";"-0,16%";"-0,65%";"2,69%";"12,85%";"7,22%";"7,32%"
"2011/11/09";"2,145458";"1350223174";"0";"-4386018,87";"-0,32%";"0,28%";"-0,71%";"2,67%";"12,19%";"7,2%";"7,31%"
"2011/11/08";"2,152096";"1358800324";"0";"853343,22";"0,06%";"0,76%";"-0,24%";"2,91%";"12,31%";"7,3%";"7,34%"
"2011/11/07";"2,151321";"1357457965";"0";"-12416741,09";"-0,91%";"1,28%";"-0,49%";"2,93%";"12,29%";"7,3%";"7,35%"
"2011/11/03";"2,144748";"1365689284";"0";"-6625574,31";"-0,49%";"1,23%";"-0,63%";"2,38%";"13,23%";"7,24%";"7,41%"
"2011/11/02";"2,15573";"1379341680";"0";"-6918410,35";"-0,5%";"0,1%";"-0,12%";"2,97%";"13,05%";"7,36%";"7,46%"
"2011/10/28";"2,173817";"1397891086";"0";"773793,91";"0,06%";"0,5%";"0,85%";"4,12%";"15,11%";"7,58%";"7,56%"
"2011/10/27";"2,168415";"1393645414";"0";"-1354336,84";"-0,1%";"0,25%";"0,6%";"3,96%";"14,94%";"7,52%";"7,53%"
"2011/10/26";"2,177335";"1400738227";"0";"200015,66";"0,01%";"0,57%";"1,01%";"4,02%";"14,65%";"7,56%";"7,58%"
"2011/10/25";"2,176504";"1400003683";"0";"136140,02";"0,01%";"0,42%";"0,99%";"3,87%";"14,64%";"7,64%";"7,56%"
"2011/10/24";"2,168209";"1394532427";"0";"1742599,61";"0,12%";"0,05%";"0,58%";"3,56%";"14,49%";"7,66%";"7,54%"
"2011/10/21";"2,161874";"1388720421";"0";"1100285,42";"0,08%";"-0,31%";"0,38%";"3,31%";"13,69%";"7,54%";"7,51%"
"2011/10/20";"2,163398";"1388598330";"0";"744652,37";"0,05%";"-0,24%";"0,45%";"3,38%";"13,47%";"7,55%";"7,52%"
"2011/10/19";"2,167766";"1390655818";"0";"79264,65";"0,01%";"0,05%";"0,65%";"3,54%";"13,44%";"7,64%";"7,54%"
"2011/10/18";"2,166444";"1389728518";"0";"169738,2";"0,01%";"-0,02%";"0,65%";"3,49%";"13,41%";"7,7%";"7,55%"
"2011/10/17";"2,175655";"1395466722";"0";"867190,74";"0,06%";"0,33%";"1,04%";"3,93%";"13,57%";"7,78%";"7,58%"
