"Dátum";"Árfolyam";"NEÉ";"Kifizetett hozam";"Napi befjegy. forgalom";"Napi befjegy. forgalom változás(%)";"3 hónapos hozam";"6 hónapos hozam";"1 éves hozam";"3 éves hozam";"5 éves hozam";"10 éves hozam"
"2016/10/03";"4,256137";"16719564900";"0";"6838125,67";"0,04%";"0,8%";"1,01%";"2,3%";"4,26%";"6,18%";"6,95%"
"2016/09/30";"4,255801";"16711407391";"0";"-7901717,78";"-0,05%";"0,9%";"0,93%";"2,31%";"4,28%";"6,16%";"6,92%"
"2016/09/29";"4,256186";"16720821617";"0";"-60545134,61";"-0,36%";"0,92%";"0,96%";"2,32%";"4,28%";"6,14%";"6,93%"
"2016/09/28";"4,255096";"16777069080";"0";"-12067454,12";"-0,07%";"0,96%";"0,97%";"2,31%";"4,27%";"6,11%";"6,92%"
"2016/09/27";"4,255868";"16792182579";"0";"-28184879,17";"-0,17%";"1,06%";"0,99%";"2,31%";"4,28%";"6,11%";"6,93%"
"2016/09/26";"4,255213";"16817778717";"0";"-71246589";"-0,42%";"1,24%";"0,98%";"2,3%";"4,26%";"6,14%";"6,93%"
"2016/09/23";"4,255213";"16889025306";"0";"-13206848,51";"-0,08%";"0,93%";"0,99%";"2,33%";"4,34%";"6,15%";"6,93%"
"2016/09/22";"4,254481";"16899324560";"0";"-127771986,71";"-0,75%";"1%";"1,14%";"2,36%";"4,34%";"6,11%";"6,93%"
"2016/09/21";"4,253784";"17024307044";"0";"4658030,06";"0,03%";"1,02%";"1,1%";"2,38%";"4,33%";"6,06%";"6,92%"
"2016/09/20";"4,253145";"17017092336";"0";"16449473,15";"0,1%";"1,01%";"1,15%";"2,45%";"4,33%";"6,02%";"6,92%"
"2016/09/19";"4,252913";"16999715514";"0";"2277119,12";"0,01%";"1,07%";"1,14%";"2,44%";"4,32%";"6,01%";"6,92%"
"2016/09/16";"4,247797";"16976991493";"0";"27526094,39";"0,16%";"0,96%";"1,11%";"2,41%";"4,36%";"5,97%";"6,91%"
"2016/09/15";"4,246742";"16945255761";"0";"-658595,9";"-0%";"0,91%";"1,13%";"2,35%";"4,4%";"5,97%";"6,91%"
"2016/09/14";"4,247295";"16948121011";"0";"-2538727,75";"-0,01%";"0,91%";"1,14%";"2,38%";"4,41%";"5,99%";"6,91%"
"2016/09/13";"4,248142";"16954040057";"0";"7735994,82";"0,05%";"0,86%";"1,16%";"2,45%";"4,41%";"5,98%";"6,92%"
"2016/09/12";"4,246197";"16938545244";"0";"-5776436,17";"-0,03%";"0,79%";"1,12%";"2,4%";"4,44%";"5,97%";"6,92%"
"2016/09/09";"4,247352";"16948930673";"0";"863130,25";"0,01%";"0,84%";"1,24%";"2,46%";"4,61%";"5,95%";"6,93%"
"2016/09/08";"4,248485";"16952588515";"0";"2275525,16";"0,01%";"0,99%";"1,22%";"2,53%";"4,64%";"5,96%";"6,93%"
"2016/09/07";"4,246539";"16942548973";"0";"-209876,62";"-0%";"1,01%";"0,93%";"2,49%";"4,63%";"5,97%";"6,93%"
"2016/09/06";"4,244377";"16934132944";"0";"-13449360,33";"-0,08%";"0,97%";"0,94%";"2,48%";"4,61%";"5,97%";"6,93%"
"2016/09/05";"4,243752";"16945086711";"0";"-12692593,86";"-0,07%";"1,01%";"0,92%";"2,46%";"4,6%";"5,99%";"6,93%"
"2016/09/02";"4,24293";"16954494642";"0";"10916656,45";"0,06%";"1%";"0,94%";"2,51%";"4,62%";"6%";"6,93%"
"2016/09/01";"4,245621";"16954324137";"0";"7469197,96";"0,04%";"1,04%";"0,92%";"2,58%";"4,65%";"6,02%";"6,94%"
"2016/08/31";"4,246412";"16950012301";"0";"3976042,27";"0,02%";"1,06%";"1,04%";"2,56%";"4,65%";"6,05%";"6,94%"
"2016/08/30";"4,246862";"16947832061";"0";"-15234296,42";"-0,09%";"1,03%";"1,05%";"2,6%";"4,66%";"6,05%";"6,95%"
"2016/08/29";"4,245636";"16958169396";"0";"-10517423,82";"-0,06%";"1,02%";"1,02%";"2,57%";"4,66%";"6,05%";"6,95%"
"2016/08/26";"4,245226";"16967048158";"0";"5813527,49";"0,03%";"1,02%";"0,99%";"2,65%";"4,66%";"6,06%";"6,95%"
"2016/08/25";"4,245031";"16960455534";"0";"-353145,65";"-0%";"1,01%";"0,99%";"2,63%";"4,66%";"6,07%";"6,95%"
"2016/08/24";"4,247539";"16970829268";"0";"-33286408,31";"-0,2%";"0,99%";"1,03%";"2,69%";"4,68%";"6,1%";"6,96%"
"2016/08/23";"4,247332";"17003286996";"0";"-4912472,1";"-0,03%";"0,99%";"1,13%";"2,55%";"4,68%";"6,1%";"6,95%"
"2016/08/22";"4,248424";"17012572320";"0";"578051,07";"0%";"1,09%";"1,17%";"2,58%";"4,68%";"6,11%";"6,95%"
"2016/08/19";"4,24818";"17011017218";"0";"-13071249,83";"-0,08%";"1,14%";"1,24%";"2,57%";"4,71%";"6,12%";"6,96%"
"2016/08/18";"4,246821";"17018642433";"0";"-21095854,84";"-0,12%";"1,03%";"1,24%";"2,52%";"4,69%";"6,09%";"6,95%"
"2016/08/17";"4,245706";"17035264516";"0";"-1219521,12";"-0,01%";"1,01%";"1,24%";"2,5%";"4,68%";"6,13%";"6,93%"
"2016/08/16";"4,247198";"17042470894";"0";"-15099361,26";"-0,09%";"1,06%";"1,28%";"2,53%";"4,7%";"6,17%";"6,94%"
"2016/08/15";"4,24666";"17055409543";"0";"1190141,86";"0,01%";"1,04%";"1,3%";"2,52%";"4,65%";"6,19%";"6,95%"
"2016/08/12";"4,244117";"17044006933";"0";"-13992433,66";"-0,08%";"0,93%";"1,3%";"2,51%";"4,62%";"6,18%";"6,93%"
"2016/08/11";"4,243805";"17056745373";"0";"-200965929";"-1,16%";"0,91%";"1,35%";"2,57%";"4,63%";"6,2%";"6,93%"
"2016/08/10";"4,242585";"17252750092";"0";"-21006795,85";"-0,12%";"0,86%";"1,3%";"2,62%";"4,62%";"6,22%";"6,93%"
"2016/08/09";"4,241446";"17269119430";"0";"-1085805,74";"-0,01%";"0,76%";"1,3%";"2,62%";"4,61%";"6,24%";"6,93%"
"2016/08/08";"4,23926";"17261304340";"0";"-904660163,61";"-4,98%";"0,73%";"1,18%";"2,56%";"4,59%";"6,2%";"6,92%"
"2016/08/05";"4,238167";"18161280809";"0";"-10757471,43";"-0,06%";"0,76%";"1,16%";"2,52%";"4,59%";"6,21%";"6,94%"
"2016/08/04";"4,235116";"18158956472";"0";"38659685,6";"0,21%";"0,73%";"1,05%";"2,46%";"4,59%";"6,12%";"6,93%"
"2016/08/03";"4,236269";"18125229993";"0";"3836803,92";"0,02%";"0,7%";"1,05%";"2,56%";"4,59%";"6,1%";"6,94%"
"2016/08/02";"4,240665";"18140197860";"0";"-44732652,46";"-0,25%";"0,83%";"1,17%";"2,68%";"4,63%";"6,12%";"6,95%"
"2016/08/01";"4,24256";"18193056701";"0";"5661815,87";"0,03%";"0,85%";"1,17%";"2,73%";"4,66%";"6,13%";"6,95%"
"2016/07/29";"4,241371";"18182297771";"0";"-127663,7";"-0%";"0,82%";"1,27%";"2,66%";"4,71%";"6,13%";"6,94%"
"2016/07/28";"4,242108";"18185584896";"0";"-6531325,16";"-0,04%";"0,81%";"1,36%";"2,64%";"4,67%";"6,14%";"6,94%"
"2016/07/27";"4,238774";"18177818491";"0";"-4387893,03";"-0,02%";"0,66%";"1,39%";"2,52%";"4,65%";"6,12%";"6,94%"
"2016/07/26";"4,238494";"18181005325";"0";"-4174146,71";"-0,02%";"0,48%";"1,41%";"2,5%";"4,64%";"6,12%";"6,94%"
"2016/07/25";"4,234832";"18169467729";"0";"-1889682,94";"-0,01%";"0,35%";"1,33%";"2,41%";"4,62%";"6,1%";"6,93%"
"2016/07/22";"4,234555";"18170168825";"0";"127381,69";"0%";"0,35%";"1,33%";"2,48%";"4,63%";"6,11%";"6,93%"
"2016/07/21";"4,235397";"18173654379";"0";"-696598,45";"-0%";"0,34%";"1,37%";"2,52%";"4,63%";"6,13%";"6,93%"
"2016/07/20";"4,236713";"18179998015";"0";"-5751680,75";"-0,03%";"0,37%";"1,38%";"2,5%";"4,65%";"6,14%";"6,94%"
"2016/07/19";"4,238854";"18194939766";"0";"-184093,7";"-0%";"0,42%";"1,49%";"2,6%";"4,66%";"6,14%";"6,96%"
"2016/07/18";"4,239278";"18196943864";"0";"-3490598,75";"-0,02%";"0,48%";"1,48%";"2,61%";"4,64%";"6,16%";"6,97%"
"2016/07/15";"4,240955";"18207634304";"0";"-17241,3";"-0%";"0,5%";"1,48%";"2,76%";"4,67%";"6,17%";"6,99%"
"2016/07/14";"4,239983";"18203478467";"0";"-1963838,84";"-0,01%";"0,49%";"1,43%";"2,74%";"4,68%";"6,18%";"6,99%"
"2016/07/13";"4,234901";"18183621450";"0";"65406258,62";"0,36%";"0,39%";"1,33%";"2,6%";"4,63%";"6,15%";"6,97%"
"2016/07/12";"4,235191";"18119455901";"0";"-26324232,3";"-0,15%";"0,52%";"1,45%";"2,63%";"4,64%";"6,16%";"6,96%"
"2016/07/11";"4,231321";"18129199023";"0";"-5284492,96";"-0,03%";"0,43%";"1,48%";"2,54%";"4,6%";"6,14%";"6,95%"
"2016/07/08";"4,229952";"18128616292";"0";"9036541,69";"0,05%";"0,51%";"1,45%";"2,75%";"4,6%";"6,14%";"7%"
"2016/07/07";"4,227734";"18110078643";"0";"-7015705,34";"-0,04%";"0,42%";"1,32%";"2,66%";"4,58%";"6,14%";"6,99%"
"2016/07/06";"4,227389";"18115615921";"0";"6310932,62";"0,03%";"0,41%";"1,37%";"2,73%";"4,57%";"6,14%";"7%"
"2016/07/05";"4,222952";"18090297751";"0";"235541607,8";"1,32%";"0,27%";"1,23%";"2,56%";"4,54%";"6,12%";"6,99%"
"2016/07/04";"4,222651";"17853483507";"0";"-258116643,72";"-1,43%";"0,23%";"1,2%";"2,56%";"4,57%";"6,13%";"6,99%"
"2016/07/01";"4,222354";"18110326272";"0";"5866186,4";"0,03%";"0,21%";"1,19%";"2,56%";"4,66%";"6,13%";"7,01%"
"2016/06/30";"4,217781";"18084852138";"0";"-13119531,95";"-0,07%";"0,03%";"1,08%";"2,48%";"4,67%";"6,11%";"6,99%"
"2016/06/29";"4,217268";"18095770451";"0";"-11300287,27";"-0,06%";"0,04%";"1,07%";"2,56%";"4,66%";"6,1%";"6,99%"
"2016/06/28";"4,214666";"18095898909";"0";"-58402064,91";"-0,32%";"0,02%";"1,01%";"2,38%";"4,64%";"6,08%";"6,98%"
"2016/06/27";"4,211087";"18138884748";"0";"28531517,4";"0,16%";"-0,07%";"0,97%";"2,3%";"4,66%";"6,07%";"6,96%"
"2016/06/24";"4,203249";"18076644844";"0";"-26352769,94";"-0,15%";"-0,26%";"0,78%";"2,15%";"4,76%";"6,03%";"6,95%"
"2016/06/23";"4,215906";"18157510121";"0";"-45559563,9";"-0,25%";"0,06%";"1,09%";"2,46%";"4,78%";"6,1%";"6,98%"
"2016/06/22";"4,212185";"18187003477";"0";"30481001,44";"0,17%";"0,14%";"1,02%";"2,46%";"4,75%";"6,06%";"6,95%"
"2016/06/21";"4,210936";"18151138691";"0";"-73905677,99";"-0,41%";"0,08%";"1,03%";"2,5%";"4,74%";"6,06%";"6,95%"
"2016/06/20";"4,210602";"18223598808";"0";"70287955,68";"0,39%";"0,14%";"1,1%";"2,49%";"4,69%";"6,07%";"6,95%"
"2016/06/17";"4,207947";"18141864261";"0";"-12264345,1";"-0,07%";"0,08%";"1,09%";"2,48%";"4,48%";"6,05%";"6,95%"
"2016/06/16";"4,20754";"18152372707";"0";"-17607793,65";"-0,1%";"0,15%";"1,14%";"2,52%";"4,52%";"6,04%";"6,94%"
"2016/06/15";"4,208508";"18174160744";"0";"-56934029,04";"-0,31%";"0,22%";"1,21%";"2,54%";"4,52%";"6,05%";"6,93%"
"2016/06/14";"4,209055";"18233464356";"0";"6268543,84";"0,03%";"0,23%";"1,16%";"2,42%";"4,53%";"6,06%";"6,93%"
"2016/06/13";"4,211888";"18239464040";"0";"-7126570,8";"-0,04%";"0,3%";"1,22%";"2,48%";"4,6%";"6,08%";"6,94%"
"2016/06/10";"4,212772";"18250420244";"0";"6900668,33";"0,04%";"0,3%";"1,16%";"2,53%";"4,53%";"6,09%";"6,94%"
"2016/06/09";"4,212136";"18240765361";"0";"-1122028,02";"-0,01%";"0,4%";"1,17%";"2,41%";"4,49%";"6,08%";"6,94%"
"2016/06/08";"4,206847";"18218981827";"0";"50678670,47";"0,28%";"0,23%";"1,05%";"2,21%";"4,44%";"6,04%";"6,92%"
"2016/06/07";"4,204122";"18156534574";"0";"116503731,88";"0,65%";"-0,08%";"1,01%";"2,04%";"4,42%";"6,04%";"6,92%"
"2016/06/06";"4,203532";"18037499132";"0";"-394758532,65";"-2,14%";"-0,03%";"1,03%";"2,02%";"4,45%";"6,04%";"6,92%"
"2016/06/03";"4,201133";"18421738181";"0";"-4784621,31";"-0,03%";"-0,08%";"0,83%";"1,96%";"4,36%";"6,03%";"6,92%"
"2016/06/02";"4,200951";"18425724535";"0";"345978494,05";"1,91%";"-0,06%";"0,81%";"2,03%";"4,37%";"6,03%";"6,92%"
"2016/06/01";"4,201925";"18083937871";"0";"-23163221,36";"-0,13%";"-0,11%";"0,81%";"2,04%";"4,38%";"6,04%";"6,92%"
"2016/05/31";"4,20184";"18106734807";"0";"9745477,07";"0,05%";"-0,02%";"0,8%";"2,04%";"4,37%";"6,05%";"6,92%"
"2016/05/30";"4,203492";"18104104362";"0";"-2226582,47";"-0,01%";"0,02%";"0,84%";"2,08%";"4,4%";"6,06%";"6,93%"
"2016/05/27";"4,202684";"18102850525";"0";"-4907870,47";"-0,03%";"-0,03%";"0,81%";"2,16%";"4,36%";"6,06%";"6,93%"
"2016/05/26";"4,202476";"18106862203";"0";"30395272,48";"0,17%";"-0,03%";"0,81%";"2,18%";"4,35%";"6,05%";"6,93%"
"2016/05/25";"4,202776";"18077757346";"0";"-12238712,15";"-0,07%";"-0,02%";"0,81%";"2,22%";"4,35%";"6,05%";"6,94%"
"2016/05/24";"4,206008";"18103907546";"0";"-8756673,15";"-0,05%";"0,04%";"0,89%";"2,3%";"4,38%";"6,06%";"6,95%"
"2016/05/23";"4,205683";"18111264646";"0";"642629,71";"0%";"0,14%";"0,85%";"2,29%";"4,39%";"6,06%";"6,95%"
"2016/05/20";"4,202679";"18097686113";"0";"241823975,46";"1,36%";"0,15%";"0,81%";"2,31%";"4,35%";"6,06%";"6,95%"
"2016/05/19";"4,200145";"17845095968";"0";"-39504137,05";"-0,22%";"0,09%";"0,82%";"2,3%";"4,33%";"6,05%";"6,94%"
"2016/05/18";"4,203448";"17898664580";"0";"182897904,1";"1,03%";"0,2%";"0,9%";"2,39%";"4,36%";"6,08%";"6,95%"
"2016/05/17";"4,203443";"17715745603";"0";"-5108091,27";"-0,03%";"0,23%";"0,89%";"2,46%";"4,36%";"6,08%";"6,95%"
"2016/05/13";"4,202825";"17718248333";"0";"4092054,63";"0,02%";"0,31%";"0,97%";"2,52%";"4,43%";"6,09%";"6,95%"
"2016/05/12";"4,205194";"17724141190";"0";"7790080,65";"0,04%";"0,37%";"1,05%";"2,63%";"4,47%";"6,11%";"6,96%"
"2016/05/11";"4,205622";"17718154260";"0";"81938335,95";"0,46%";"0,44%";"1,05%";"2,52%";"4,48%";"6,13%";"6,96%"
"2016/05/10";"4,206608";"17640350701";"0";"43586131,9";"0,25%";"0,44%";"1,07%";"2,59%";"4,49%";"6,14%";"6,96%"
"2016/05/09";"4,209276";"17607925145";"0";"9979673,48";"0,06%";"0,53%";"1,11%";"2,66%";"4,47%";"6,15%";"6,97%"
"2016/05/06";"4,208418";"17594358385";"0";"772199,79";"0%";"0,45%";"1,07%";"2,6%";"4,52%";"6,15%";"6,97%"
"2016/05/05";"4,206316";"17584798627";"0";"-11277434,74";"-0,06%";"0,4%";"1,04%";"2,46%";"4,51%";"6,16%";"6,97%"
"2016/05/04";"4,204517";"17588550393";"0";"9728068,85";"0,06%";"0,32%";"1%";"2,38%";"4,49%";"6,16%";"6,96%"
"2016/05/03";"4,206979";"17589115792";"0";"38949359,98";"0,22%";"0,35%";"1,08%";"2,45%";"4,51%";"6,17%";"6,97%"
"2016/05/02";"4,205558";"17544238476";"0";"7018096,65";"0,04%";"0,33%";"1,05%";"2,41%";"4,53%";"6,16%";"6,97%"
"2016/04/29";"4,206684";"17541915811";"0";"1372620,68";"0,01%";"0,45%";"1,05%";"2,31%";"4,61%";"6,18%";"6,98%"
"2016/04/28";"4,208046";"17546222300";"0";"25947232,99";"0,15%";"0,54%";"1,05%";"2,29%";"4,65%";"6,19%";"6,99%"
"2016/04/27";"4,211081";"17532911344";"0";"-149962,18";"-0%";"0,73%";"1,15%";"2,35%";"4,67%";"6,21%";"7%"
"2016/04/26";"4,218368";"17563401121";"0";"3892945,6";"0,02%";"0,93%";"1,34%";"2,53%";"4,73%";"6,25%";"7,02%"
"2016/04/25";"4,220159";"17566963447";"0";"-1951770,54";"-0,01%";"0,97%";"1,46%";"2,58%";"4,72%";"6,26%";"7,02%"
"2016/04/22";"4,219842";"17567595517";"0";"-5060442,03";"-0,03%";"0,97%";"1,45%";"2,62%";"4,78%";"6,26%";"7,03%"
"2016/04/21";"4,221227";"17578423504";"0";"-6456692,13";"-0,04%";"1,03%";"1,47%";"2,65%";"4,79%";"6,28%";"7,04%"
"2016/04/20";"4,221194";"17584742724";"0";"-11555586,38";"-0,07%";"1%";"1,48%";"2,64%";"4,79%";"6,28%";"7,04%"
"2016/04/19";"4,221238";"17596481727";"0";"45529540,87";"0,26%";"1,07%";"1,47%";"2,63%";"4,79%";"6,28%";"7,04%"
"2016/04/18";"4,218919";"17541310309";"0";"-6276833,62";"-0,04%";"0,99%";"1,4%";"2,58%";"4,81%";"6,27%";"7,04%"
"2016/04/15";"4,219804";"17551268089";"0";"-3767137,18";"-0,02%";"0,97%";"1,41%";"2,62%";"4,89%";"6,28%";"7,05%"
"2016/04/14";"4,219271";"17552817864";"0";"160773379,86";"0,92%";"0,94%";"1,35%";"2,65%";"4,91%";"6,28%";"7,05%"
"2016/04/13";"4,218281";"17387963655";"0";"3870350,48";"0,02%";"0,94%";"1,31%";"2,62%";"4,9%";"6,28%";"7,05%"
"2016/04/12";"4,213395";"17363957453";"0";"-8592533,64";"-0,05%";"0,92%";"1,19%";"2,46%";"4,86%";"6,26%";"7,03%"
"2016/04/11";"4,213018";"17370995551";"0";"-3311035,85";"-0,02%";"1,04%";"1,14%";"2,45%";"4,87%";"6,25%";"7,04%"
"2016/04/08";"4,208629";"17356206538";"0";"-9494037,74";"-0,05%";"0,94%";"1,06%";"2,35%";"4,88%";"6,26%";"7,04%"
"2016/04/07";"4,209981";"17371279216";"0";"-50894306,47";"-0,29%";"0,89%";"1,12%";"2,48%";"4,94%";"6,27%";"7,04%"
"2016/04/06";"4,210039";"17422413544";"0";"-275284342,63";"-1,55%";"0,95%";"1,13%";"2,54%";"4,95%";"6,27%";"7,04%"
"2016/04/05";"4,211685";"17704617160";"0";"-56211518,41";"-0,32%";"0,96%";"1,19%";"2,58%";"4,96%";"6,3%";"7,05%"
"2016/04/04";"4,21316";"17767048807";"0";"81824016,57";"0,46%";"0,97%";"1,26%";"2,62%";"4,96%";"6,3%";"7,05%"
"2016/04/01";"4,213629";"17687193472";"0";"-216921457,17";"-1,21%";"0,98%";"1,28%";"2,66%";"5,09%";"6,32%";"7,06%"
"2016/03/31";"4,215197";"17910777512";"0";"-2246154,38";"-0,01%";"1,02%";"1,33%";"2,65%";"5,1%";"6,33%";"7,07%"
"2016/03/30";"4,216519";"17918641676";"0";"17753737,86";"0,1%";"1,05%";"1,36%";"2,66%";"5,12%";"6,34%";"7,07%"
"2016/03/29";"4,215508";"17896595820";"0";"1220593,93";"0,01%";"1,03%";"1,34%";"2,63%";"5,11%";"6,34%";"7,07%"
"2016/03/24";"4,214019";"17889054229";"0";"-6950112,01";"-0,04%";"1,04%";"1,29%";"2,55%";"5,26%";"6,35%";"7,07%"
"2016/03/23";"4,213329";"17893074064";"0";"-31290776,17";"-0,17%";"1,02%";"1,33%";"2,51%";"5,25%";"6,36%";"7,07%"
"2016/03/22";"4,206466";"17895168232";"0";"-1823198,77";"-0,01%";"0,88%";"1,21%";"2,41%";"5,19%";"6,33%";"7,06%"
"2016/03/21";"4,207375";"17900858897";"0";"-23848561,66";"-0,13%";"0,95%";"1,26%";"2,43%";"5,16%";"6,33%";"7,05%"
"2016/03/18";"4,204819";"17913818115";"0";"8436118,87";"0,05%";"0,96%";"1,28%";"2,65%";"5,09%";"6,32%";"7,05%"
"2016/03/17";"4,204389";"17903550927";"0";"13862555,31";"0,08%";"1,01%";"1,35%";"2,67%";"5,09%";"6,32%";"7,05%"
"2016/03/16";"4,201296";"17876527647";"0";"478513614,34";"2,75%";"0,99%";"1,29%";"2,62%";"5,06%";"6,31%";"7,06%"
"2016/03/11";"4,199261";"17389586881";"0";"-537226734,23";"-3%";"0,92%";"1,27%";"2,59%";"5,07%";"6,33%";"7,04%"
"2016/03/10";"4,200103";"17930408147";"0";"-1758001,1";"-0,01%";"0,86%";"1,33%";"2,6%";"5,07%";"6,34%";"7,05%"
"2016/03/09";"4,1954";"17912086884";"0";"1884476,91";"0,01%";"0,76%";"1,2%";"2,33%";"5,03%";"6,31%";"7,03%"
"2016/03/08";"4,197077";"17917361536";"0";"4873671,1";"0,03%";"0,81%";"1,29%";"2,19%";"5,04%";"6,34%";"7,02%"
"2016/03/07";"4,207497";"17956958844";"0";"19862314,23";"0,11%";"1,09%";"1,55%";"2,44%";"5,14%";"6,36%";"7,05%"
"2016/03/04";"4,204975";"17926344922";"0";"-3890611,66";"-0,02%";"1,07%";"1,53%";"2,32%";"5,14%";"6,35%";"7,04%"
"2016/03/03";"4,204546";"17928406255";"0";"9881906,96";"0,06%";"0,92%";"1,53%";"2,26%";"5,14%";"6,35%";"7,04%"
"2016/03/02";"4,203625";"17914599320";"0";"-121187522,71";"-0,68%";"0,88%";"1,56%";"2,22%";"5,13%";"6,34%";"7,04%"
"2016/03/01";"4,206745";"18049173302";"0";"15842323,79";"0,09%";"0,92%";"1,64%";"2,39%";"5,16%";"6,39%";"7,04%"
"2016/02/29";"4,202799";"18016415400";"0";"-1134700,12";"-0,01%";"0,81%";"1,54%";"2,29%";"5,16%";"6,36%";"7,04%"
"2016/02/26";"4,203799";"18021837136";"0";"-4884942,53";"-0,03%";"0,84%";"1,65%";"2,35%";"5,22%";"6,39%";"7,05%"
"2016/02/25";"4,203574";"18025757234";"0";"16796881,36";"0,09%";"0,83%";"1,63%";"2,47%";"5,2%";"6,39%";"7,04%"
"2016/02/24";"4,204432";"18012636198";"0";"-106513315,94";"-0,59%";"0,85%";"1,65%";"2,54%";"5,23%";"6,41%";"7,05%"
"2016/02/23";"4,199817";"18099261007";"0";"-3522638,93";"-0,02%";"0,71%";"1,41%";"2,47%";"5,19%";"6,39%";"7,04%"
"2016/02/22";"4,199494";"18101391395";"0";"-284993959,47";"-1,57%";"0,73%";"1,4%";"2,5%";"5,19%";"6,4%";"7,04%"
"2016/02/19";"4,196315";"18372466935";"0";"-105126777,86";"-0,57%";"0,73%";"1,32%";"2,44%";"5,17%";"6,4%";"7,02%"
"2016/02/18";"4,194983";"18471728530";"0";"8237738,75";"0,04%";"0,69%";"1,27%";"2,49%";"5,22%";"6,39%";"7,02%"
"2016/02/17";"4,193608";"18457438967";"0";"-77772078,43";"-0,42%";"0,66%";"1,24%";"2,31%";"5,24%";"6,4%";"7,02%"
"2016/02/16";"4,193369";"18534154696";"0";"-17669322,77";"-0,1%";"0,68%";"1,23%";"2,26%";"5,24%";"6,4%";"7,02%"
"2016/02/15";"4,192357";"18547346844";"0";"13670330,2";"0,07%";"0,72%";"1,2%";"2,25%";"5,23%";"6,4%";"7,02%"
"2016/02/12";"4,189642";"18521673974";"0";"";"";"0,67%";"1,2%";"2,24%";"5,24%";"6,41%";"7,02%"
"2016/02/11";"4,187103";"18622151396";"0";"-2306342,47";"-0,01%";"0,61%";"1,2%";"2,23%";"5,24%";"6,4%";"7,01%"
"2016/02/10";"4,188199";"18629332805";"0";"-22229648,5";"-0,12%";"0,63%";"1,31%";"2,22%";"5,26%";"6,42%";"7,02%"
"2016/02/09";"4,187076";"18646561329";"0";"-16884077,03";"-0,09%";"0,58%";"1,3%";"2,16%";"5,25%";"6,4%";"7,02%"
"2016/02/08";"4,189917";"18676108861";"0";"";"";"0,63%";"1,37%";"2,18%";"5,27%";"6,4%";"7,02%"
"2016/02/05";"4,189597";"18661432475";"0";"-29148,18";"-0%";"0,64%";"1,34%";"2,13%";"5,28%";"6,42%";"7,04%"
"2016/02/04";"4,191034";"18667862363";"0";"51403525,93";"0,28%";"0,67%";"1,39%";"2,1%";"5,3%";"6,43%";"7,04%"
"2016/02/03";"4,192211";"18621687039";"0";"-1609075,48";"-0,01%";"0,73%";"1,49%";"2,15%";"5,32%";"6,44%";"7,05%"
"2016/02/02";"4,191789";"18621421440";"0";"-262765717,86";"-1,41%";"0,72%";"1,5%";"2,13%";"5,31%";"6,45%";"7,05%"
"2016/02/01";"4,193302";"18891003287";"0";"1930144,17";"0,01%";"0,77%";"1,54%";"2,18%";"5,33%";"6,46%";"7,06%"
"2016/01/29";"4,188018";"18865270931";"0";"-700509,28";"-0%";"0,6%";"1,37%";"2,04%";"5,33%";"6,48%";"7,05%"
"2016/01/28";"4,185294";"18853700503";"0";"4660743,44";"0,02%";"0,51%";"1,26%";"1,97%";"5,33%";"6,46%";"7,05%"
"2016/01/27";"4,180576";"18827791606";"0";"9710859,73";"0,05%";"0,42%";"1,11%";"1,92%";"5,3%";"6,44%";"7,03%"
"2016/01/26";"4,179626";"18813804499";"0";"-3819161,35";"-0,02%";"0,41%";"1,08%";"1,94%";"5,29%";"6,44%";"7,01%"
"2016/01/25";"4,179448";"18816822264";"0";"-2520379,77";"-0,01%";"0,48%";"1,07%";"1,97%";"5,29%";"6,48%";"7,01%"
"2016/01/22";"4,179153";"18818014309";"0";"-11978143,12";"-0,06%";"0,48%";"1,14%";"2,2%";"5,33%";"6,51%";"7,03%"
"2016/01/21";"4,178042";"18824986624";"0";"-911898,32";"-0%";"0,43%";"1,13%";"2,15%";"5,3%";"6,51%";"7,03%"
"2016/01/20";"4,179222";"18831215501";"0";"-9844294,68";"-0,05%";"0,47%";"1,11%";"2,2%";"5,33%";"6,52%";"7,04%"
"2016/01/19";"4,176557";"18829045257";"0";"19504685,9";"0,1%";"0,4%";"1,09%";"2,17%";"5,31%";"6,52%";"7,02%"
"2016/01/18";"4,177384";"18813265048";"0";"5762542,84";"0,03%";"0,4%";"1,11%";"2,23%";"5,32%";"6,53%";"7,03%"
"2016/01/15";"4,179141";"18815412906";"0";"732030,12";"0%";"0,43%";"1,26%";"2,35%";"5,41%";"6,6%";"7,04%"
"2016/01/14";"4,180099";"18818993835";"0";"-1740657,2";"-0,01%";"0,41%";"1,29%";"2,41%";"5,43%";"6,6%";"7,04%"
"2016/01/13";"4,179171";"18816556208";"0";"508640961,46";"2,7%";"0,37%";"1,25%";"2,44%";"5,46%";"6,6%";"7,04%"
"2016/01/12";"4,174852";"18288994775";"0";"32090003,13";"0,18%";"0,26%";"1,17%";"2,41%";"5,42%";"6,61%";"7,03%"
"2016/01/11";"4,169699";"18234370361";"0";"-501307239,25";"-2,75%";"0,1%";"1,04%";"2,31%";"5,38%";"6,62%";"7,03%"
"2016/01/08";"4,169476";"18734675596";"0";"-30611654,91";"-0,16%";"0,12%";"1,28%";"2,29%";"5,35%";"6,64%";"7,04%"
"2016/01/07";"4,172679";"18779702783";"0";"11440214,1";"0,06%";"0,22%";"1,32%";"2,41%";"5,4%";"6,66%";"7,04%"
